"","date","adjusted.close","sentiment"
"88",2020-08-17,44.08,-0.0723626685834724
"89",2020-08-14,43.3,-0.060348885892307
"90",2020-08-13,43.44,-0.0557618618623842
"91",2020-08-12,43.78,-0.0437478058986851
"92",2020-08-11,42.8,-0.0439165614294647
"93",2020-08-10,43.08,-0.0446156067371125
"94",2020-08-07,42.48,-0.0483723451765831
"95",2020-08-06,43.18,-0.0443734562249663
"96",2020-08-05,43.31,-0.0447470430460633
"97",2020-08-04,42.72,-0.0473390825432814
"98",2020-08-03,42.28,-0.0478015083192856
"99",2020-07-31,41.49,-0.0412638999840083
"100",2020-07-30,41.19,-0.0352761479229936
"101",2020-07-29,42.25,-0.0348282964120203
"102",2020-07-28,41.95,-0.0310689299847803
"103",2020-07-27,42.35,-0.0314447352649148
"104",2020-07-24,42,-0.0761502782392385
"105",2020-07-23,41.65,-0.0758111539576042
"106",2020-07-22,42.39,-0.0759813278540396
"107",2020-07-21,42.34,-0.0753197067749418
"108",2020-07-20,41.54,-0.0830346303616658
"109",2020-07-17,41.42,-0.103678970457555
"110",2020-07-16,41.51,-0.101319835828919
"111",2020-07-15,41.91,-0.103320740862541
"112",2020-07-14,41.16,-0.109700035782888
"113",2020-07-13,40.93,-0.116215441182348
"114",2020-07-10,41.4,-0.0953304098450938
"115",2020-07-09,40.57,-0.0979023204276761
"116",2020-07-08,41.54,-0.09903018612232
"117",2020-07-07,41.17,-0.104666485634994
"118",2020-07-06,41.2,-0.110476750773067
"119",2020-07-02,41.18,-0.0872905685076487
"120",2020-07-01,40.44,-0.0887364053090213
"121",2020-06-30,39.78,-0.0947439052635221
"122",2020-06-29,40.28,-0.0948153753071392
"123",2020-06-26,39.19,-0.0869701930514177
"124",2020-06-25,39.57,-0.0933573579214892
"125",2020-06-24,38.87,-0.0927692984183059
"126",2020-06-23,40.89,-0.0902062643046764
"127",2020-06-22,41.18,-0.0913157507855717
"128",2020-06-19,40.27,-0.0585215707745115
"129",2020-06-18,39.75,-0.0612018214766916
"130",2020-06-17,39.06,-0.0654176572826721
"131",2020-06-16,39.69,-0.0620255306890813
"132",2020-06-15,38.64,-0.0647063023044968
"133",2020-06-12,37.62,-0.0471804322655969
"134",2020-06-11,37.59,-0.0432867556707483
"135",2020-06-10,40.44,-0.0444179621206359
"136",2020-06-09,39.95,-0.0457468998998418
"137",2020-06-08,39.23,-0.0428672238616967
"138",2020-06-05,40.52,-0.0599002013013538
"139",2020-06-04,38.9,-0.06561223818517
"140",2020-06-03,38.64,-0.0667245871702799
"141",2020-06-02,38.1,-0.0761129417905795
"142",2020-06-01,37.15,-0.0811005119488003
"143",2020-05-29,37.16,-0.0709293412170266
"144",2020-05-28,35.8,-0.0759196589951583
"145",2020-05-27,35.17,-0.0805718817911258
"146",2020-05-26,36.51,-0.0796661843537161
"147",2020-05-22,35.48,-0.071639535822088
"148",2020-05-21,35.94,-0.0735322150622921
"149",2020-05-20,35.48,-0.0784464083547765
"150",2020-05-19,34.51,-0.0866593765813671
"151",2020-05-18,34.43,-0.0934664733522757
"152",2020-05-15,32.4,-0.0972103415903824
"153",2020-05-14,31.58,-0.106175467932547
"154",2020-05-13,30.65,-0.106327363405089
"155",2020-05-12,31.11,-0.109981589476762
"156",2020-05-11,31.15,-0.113754880653352
"157",2020-05-08,32.5,-0.0900370633293124
"158",2020-05-07,30.69,-0.0882207272703339
"159",2020-05-06,31.03,-0.0921313290703024
"160",2020-05-05,32.23,-0.0948719047204754
"161",2020-05-04,29.82,-0.101300920543484
"162",2020-05-01,29.32,-0.0915887461223486
"163",2020-04-30,30.38,-0.0897182706174262
"164",2020-04-29,28.73,-0.0943061848669622
"165",2020-04-28,28.32,-0.100567240431934
"166",2020-04-27,28.29,-0.100548334761033
"167",2020-04-24,29.13,-0.0867799877715691
"168",2020-04-23,29.36,-0.0873138909863641
"169",2020-04-22,29.77,-0.0890886235388336
"170",2020-04-21,27.67,-0.0870027712931066
"171",2020-04-20,33.02,-0.0801621562680574
"172",2020-04-17,34.27,-0.073990422617257
"173",2020-04-16,33.98,-0.071911731519196
"174",2020-04-15,34.26,-0.0699990692696489
"175",2020-04-14,36.54,-0.0695093692959094
"176",2020-04-13,36.57,-0.0706360347788134
"177",2020-04-09,35.04,-0.0996446899414742
"178",2020-04-08,35.22,-0.107010291713253
"179",2020-04-07,34.99,-0.110813166324497
"180",2020-04-06,34.57,-0.113989622409142
"181",2020-04-03,34.37,-0.124415242988396
"182",2020-04-02,33.49,-0.127432018390702
"183",2020-04-01,32.75,-0.132386316930566
"184",2020-03-31,34.15,-0.128912737159628
"185",2020-03-30,34.14,-0.13215020614295
"186",2020-03-27,33.94,-0.116864993301618
"187",2020-03-26,33.23,-0.117069300856622
"188",2020-03-25,33.92,-0.118562741911038
"189",2020-03-24,32.7,-0.11986743002795
"190",2020-03-23,32.02,-0.122416854605906
"191",2020-03-20,30.7,-0.0962539609721559
"192",2020-03-19,32.42,-0.0948908504555315
"193",2020-03-18,28.96,-0.0971911248598549
"194",2020-03-17,33.52,-0.0949895069992668
"195",2020-03-16,34.14,-0.0927758937462784
"196",2020-03-13,36.67,-0.0974701917523495
"197",2020-03-12,37.06,-0.0975373531893303
"198",2020-03-11,37.84,-0.0961217787020081
"199",2020-03-10,38.56,-0.0977323878842001
"200",2020-03-09,36,-0.100531737385857
"201",2020-03-06,43.83,-0.088741320924875
"202",2020-03-05,46.92,-0.086153927278238
"203",2020-03-04,47.64,-0.0912891000169113
"204",2020-03-03,47.76,-0.0897261231908992
"205",2020-03-02,47.55,-0.0910842191561676
"206",2020-02-28,46,-0.0867749109795247
"207",2020-02-27,48.06,-0.0905327151616077
"208",2020-02-26,49.06,-0.0862849733712022
"209",2020-02-25,49.91,-0.087081718567638
"210",2020-02-24,51.5,-0.0875482326735928
"211",2020-02-21,52.6,-0.0837233458766307
"212",2020-02-20,53.15,-0.08214522050122
"213",2020-02-19,53.2,-0.0872293898510614
"214",2020-02-18,52.46,-0.08840766587223
"215",2020-02-14,52.31,-0.0771831254684213
"216",2020-02-13,51.96,-0.0792168013617688
"217",2020-02-12,51.84,-0.0775659265538403
"218",2020-02-11,51.06,-0.0811651652014891
"219",2020-02-10,50.79,-0.0855748341194736
"220",2020-02-07,51.14,-0.091394438391152
"221",2020-02-06,51.33,-0.0884126975458016
"222",2020-02-05,50.73,-0.0953897831851847
"223",2020-02-04,49.82,-0.100613115952476
"224",2020-02-03,49.99,-0.100275571274134
"225",2020-01-31,50.63,-0.0856566519666884
"226",2020-01-30,50.79,-0.0842776655301015
"227",2020-01-29,51.37,-0.0847355926325062
"228",2020-01-28,51.33,-0.0861908968040139
"229",2020-01-27,51.05,-0.0876711045042157
"230",2020-01-24,51.56,-0.0503914018729597
"231",2020-01-23,52.9,-0.0482413671843554
"232",2020-01-22,53.96,-0.0468506643581474
"233",2020-01-21,55.1,-0.0456094463258036
"234",2020-01-17,55,-0.0248396420297511
"235",2020-01-16,54.99,-0.0287103061894726
"236",2020-01-15,54.64,-0.0306881665528987
"237",2020-01-14,55.02,-0.0336737855985125
"238",2020-01-13,54.83,-0.0378482793447474
"239",2020-01-10,55.36,-0.0480245671232535
"240",2020-01-09,55.54,-0.0449928862045321
"241",2020-01-08,55.35,-0.0426633885822468
"242",2020-01-07,57.59,-0.0407624985786232
"243",2020-01-06,57.68,-0.041665170566214
"244",2020-01-03,57.48,-0.0317190141570861
"245",2020-01-02,56.49,-0.0333589556008866
"246",2019-12-31,56.03,-0.0314316634297304
"247",2019-12-30,56.62,-0.0265616409381206
"248",2019-12-27,56.78,0.0047705090933928
"249",2019-12-26,56.66,0.00278189837510807
"250",2019-12-24,56.44,-0.00234850304181422
"251",2019-12-23,55.99,-0.00720536531430801
"252",2019-12-20,55.83,0.0020519805661422
"253",2019-12-19,55.98,0.00325207973791229
"254",2019-12-18,55.91,0.00771167927464843
"255",2019-12-17,55.91,0.00520313355011127
"256",2019-12-16,55.67,0.0011365133989972
"257",2019-12-13,55.44,-0.00345499079806039
"258",2019-12-12,54.96,-0.00569506647589756
"259",2019-12-11,54.58,-0.00836632551277647
"260",2019-12-10,55.1,-0.00734954240944496
"261",2019-12-09,54.68,-0.0112540926505568
"262",2019-12-06,54.6,-0.000309787877499372
"263",2019-12-05,54.3,-0.00508065018143912
"264",2019-12-04,54.33,-0.00908921060774243
"265",2019-12-03,52.92,-0.0159907238334024
"266",2019-12-02,52.9,-0.0203077990778891
"267",2019-11-29,52.09,-0.0185889096532343
"268",2019-11-27,54.44,-0.0164497032735794
"269",2019-11-26,54.46,-0.0158844538721604
"270",2019-11-25,54.07,-0.0201096685767341
"271",2019-11-22,53.83,-0.0149403251525575
"272",2019-11-21,54.21,-0.0172001956935166
"273",2019-11-20,53.34,-0.0162466816193349
"274",2019-11-19,52.08,-0.0170704473677884
"275",2019-11-18,53.17,-0.0129527745579347
"276",2019-11-15,53.72,-0.00550385312279539
"277",2019-11-14,53.15,-0.00503513401442327
"278",2019-11-13,53.57,-0.00724428092081292
"279",2019-11-12,53.37,-0.00987593880547338
"280",2019-11-11,53.26,-0.00970109090916425
"281",2019-11-08,53.37,-0.00560156013562452
"282",2019-11-07,52.99,-0.00767084656067949
"283",2019-11-06,52.43,-0.0081656435894087
"284",2019-11-05,53.48,-0.0055256056551643
"285",2019-11-04,53.05,-0.0091607392778352
"286",2019-11-01,53.05,-0.0211724324847599
"287",2019-10-31,51.3,-0.020624912054237
"288",2019-10-30,51.71,-0.0197828445213655
"289",2019-10-29,52.76,-0.0197641573168592
"290",2019-10-28,52.81,-0.0185739689958453
"291",2019-10-25,53.24,-0.0525469183326314
"292",2019-10-24,52.81,-0.0569629399618428
"293",2019-10-23,52.61,-0.0564390026174057
"294",2019-10-22,51.67,-0.0645899811669837
"295",2019-10-21,51.22,-0.0662537253264871
"296",2019-10-18,51.19,-0.0659501243188656
"297",2019-10-17,51.34,-0.0660442339919994
"298",2019-10-16,51.24,-0.0662195927063397
"299",2019-10-15,50.9,-0.0665234648669815
"300",2019-10-14,51.68,-0.0676222379521291
"301",2019-10-11,52.24,-0.0686818029424645
"302",2019-10-10,50.96,-0.0660254093532125
"303",2019-10-09,50.41,-0.0720986593417749
"304",2019-10-08,50.43,-0.0743113675160865
"305",2019-10-07,50.25,-0.0771049226400146
"306",2019-10-04,50.1,-0.0737066699949375
"307",2019-10-03,49.63,-0.0722490420771968
"308",2019-10-02,49.75,-0.0725039959441243
"309",2019-10-01,50.31,-0.073100813817632
"310",2019-09-30,50.4,-0.0728403695882688
"311",2019-09-27,51.49,-0.0506071939136504
"312",2019-09-26,51.84,-0.045980316333253
"313",2019-09-25,51.95,-0.0455720039907678
"314",2019-09-24,52.42,-0.0411361369905713
"315",2019-09-23,53.37,-0.0381197016339525
"316",2019-09-20,52.53,-0.0410992150399105
"317",2019-09-19,52.54,-0.0457205450741807
"318",2019-09-18,52.41,-0.0454483942029737
"319",2019-09-17,53.01,-0.0441343807418942
"320",2019-09-16,54.06,-0.0494118540890257
"321",2019-09-13,51.39,-0.0583947898592723
"322",2019-09-12,51.81,-0.0554858034752747
"323",2019-09-11,52.18,-0.0569373680397528
"324",2019-09-10,53.07,-0.0598318931541035
"325",2019-09-09,53.31,-0.0694819775419239
"326",2019-09-06,52.67,-0.0809975030652111
"327",2019-09-05,52.44,-0.0831910311476283
"328",2019-09-04,52.48,-0.0890828152207084
"329",2019-09-03,50.59,-0.0946419639844922
"330",2019-08-30,51.09,-0.0750104185684156
"331",2019-08-29,52.36,-0.075955997087392
"332",2019-08-28,52.12,-0.0783058658934414
"333",2019-08-27,51.66,-0.081573496734777
"334",2019-08-26,50.73,-0.0912256829594067
"335",2019-08-23,51.07,-0.079122853474232
"336",2019-08-22,51.84,-0.0771786492429556
"337",2019-08-21,52.05,-0.0774698408222157
"338",2019-08-20,51.97,-0.0782583518631555
"339",2019-08-19,51.86,-0.0797963158502407
"340",2019-08-16,51.16,-0.0795917593706415
"341",2019-08-15,51.06,-0.0812773104054483
"342",2019-08-14,51.97,-0.0780149181825134
"343",2019-08-13,53.4,-0.0769417392151139
"344",2019-08-12,51.32,-0.0754740567778773
"345",2019-08-09,51.27,-0.0589679051936018
"346",2019-08-08,50.18,-0.0620794634686846
"347",2019-08-07,49.53,-0.0696415699057536
"348",2019-08-06,51.4,-0.0668673649848806
"349",2019-08-05,51.99,-0.0697158721311882
"350",2019-08-02,52.98,-0.0389558514202135
"351",2019-08-01,51.42,-0.0351411152870038
"352",2019-07-31,54.95,-0.0329177073171483
"353",2019-07-30,54.66,-0.0312505922605444
"354",2019-07-29,54.15,-0.0368815324820893
"355",2019-07-26,54.1,-0.0503787397635831
"356",2019-07-25,53.82,-0.0515974785073536
"357",2019-07-24,53.56,-0.0581802127747263
"358",2019-07-23,54.13,-0.0612453668061253
"359",2019-07-22,53.98,-0.0651521516370188
"360",2019-07-19,53.52,-0.0355458368261478
"361",2019-07-18,52.79,-0.0321244574919443
"362",2019-07-17,53.87,-0.0283072868936816
"363",2019-07-16,54.1,-0.0268180857154931
"364",2019-07-15,55.74,-0.0279714886366331
"365",2019-07-12,56.37,-0.0320349439117653
"366",2019-07-11,56.46,-0.0340836251694757
"367",2019-07-10,56.85,-0.0368706567790257
"368",2019-07-09,55.16,-0.0392911668647872
"369",2019-07-08,54.86,-0.0410352505988683
"370",2019-07-05,54.63,-0.0291761256658526
"371",2019-07-03,54.71,-0.0283869187451081
"372",2019-07-02,53.41,-0.0324897861620378
"373",2019-07-01,55.34,-0.0340655156169863
"374",2019-06-28,54.83,-0.0500474220612461
"375",2019-06-27,55.61,-0.0531718230798556
"376",2019-06-26,55.68,-0.0527302731007969
"377",2019-06-25,54.91,-0.0548033543143746
"378",2019-06-24,54.61,-0.0563700718880964
"379",2019-06-21,54.36,-0.0334673750330248
"380",2019-06-20,54.32,-0.0346320859731331
"381",2019-06-19,52.28,-0.0320165041476292
"382",2019-06-18,52.54,-0.0330762582737084
"383",2019-06-17,51.31,-0.0319163271239887
"384",2019-06-14,51.73,-0.0384675821309352
"385",2019-06-13,51.73,-0.0383885389089695
"386",2019-06-12,50.94,-0.0378550064373575
"387",2019-06-11,52.62,-0.0375977439437242
"388",2019-06-10,52.26,-0.042334201861844
"389",2019-06-07,52.32,-0.0408211860233313
"390",2019-06-06,51.19,-0.0457407231519054
"391",2019-06-05,50.34,-0.0468993353227878
"392",2019-06-04,51.86,-0.0490012647652006
"393",2019-06-03,51.74,-0.05006590387878
"394",2019-05-31,51.75,-0.0445909312006402
"395",2019-05-30,54.1,-0.0424648292144883
"396",2019-05-29,55.85,-0.0462127002283636
"397",2019-05-28,56.22,-0.0476770154847105
"398",2019-05-24,55.45,-0.0411633931045598
"399",2019-05-23,54.48,-0.0395787188202716
"400",2019-05-22,57.13,-0.0353403424637166
"401",2019-05-21,58.34,-0.0321474383498889
"402",2019-05-20,58.16,-0.0314358031383676
"403",2019-05-17,57.74,-0.0365194609244837
"404",2019-05-16,58.07,-0.0360484401781618
"405",2019-05-15,57.78,-0.0367695168625675
"406",2019-05-14,57.44,-0.0351663156269718
"407",2019-05-13,56.75,-0.0353492080121445
"408",2019-05-10,57.09,-0.0163067313987595
"409",2019-05-09,57.18,-0.0190322882091431
"410",2019-05-08,57.44,-0.0226678058352949
"411",2019-05-07,56.8,-0.0240106742928457
"412",2019-05-06,57.65,-0.0241080693056491
"413",2019-05-03,57.23,-0.0228573898495699
"414",2019-05-02,57.29,-0.0235768878181701
"415",2019-05-01,58.64,-0.0236895773115492
"416",2019-04-30,58.65,-0.0220020144368001
"417",2019-04-29,58.33,-0.0196937709783408
"418",2019-04-26,58.22,-0.0131028220883992
"419",2019-04-25,59.38,-0.0133451928535187
"420",2019-04-24,59.6,-0.0144026317510559
"421",2019-04-23,59.59,-0.0180318538542514
"422",2019-04-22,59.28,-0.0229943531438451
"423",2019-04-18,58.85,-0.0238961777311137
"424",2019-04-17,59.08,-0.0239242217434671
"425",2019-04-16,59.27,-0.0265204751021196
"426",2019-04-15,59.14,-0.0280857342110311
"427",2019-04-12,59,-0.0235931403302003
"428",2019-04-11,58.71,-0.0273522591681731
"429",2019-04-10,58.97,-0.0304264101096083
"430",2019-04-09,58.43,-0.0309576418006212
"431",2019-04-08,58.37,-0.035258466656731
"432",2019-04-05,58.25,-0.0185822413658247
"433",2019-04-04,58.02,-0.0186574024913727
"434",2019-04-03,58.13,-0.0205780104761655
"435",2019-04-02,58.05,-0.0245011222870063
"436",2019-04-01,58.01,-0.0295035929776637
"437",2019-03-29,57.4,-0.0237446339201316
"438",2019-03-28,57.13,-0.0244202776313564
"439",2019-03-27,57.09,-0.0226793989211678
"440",2019-03-26,57.36,-0.0203022197497768
"441",2019-03-25,57.25,-0.0218486412125109
"442",2019-03-22,57.24,-0.0230930026557286
"443",2019-03-21,57.82,-0.0173664586806731
"444",2019-03-20,58.2,-0.0212607071344585
"445",2019-03-19,57.85,-0.0240344727701077
"446",2019-03-18,57.76,-0.0243980076377312
"447",2019-03-15,57.66,-0.0217852569536845
"448",2019-03-14,57.6,-0.0218205080229712
"449",2019-03-13,57.74,-0.0245805808175549
"450",2019-03-12,57,-0.0266408434329819
"451",2019-03-11,57.05,-0.0312100012973165
"452",2019-03-08,56.67,-0.0221083516780779
"453",2019-03-07,57.11,-0.0163452269134464
"454",2019-03-06,56.9,-0.0171324119471222
"455",2019-03-05,56.97,-0.018649708961462
"456",2019-03-04,56.95,-0.0203776596508135
"457",2019-03-01,56.02,-0.0283278963911372
"458",2019-02-28,57.01,-0.0264397678852989
"459",2019-02-27,57.11,-0.0275647032438119
"460",2019-02-26,56.39,-0.0339787865730344
"461",2019-02-25,56.02,-0.0374137610343412
"462",2019-02-22,57.33,-0.0246596229161677
"463",2019-02-21,57.4,-0.0254738767480524
"464",2019-02-20,57.37,-0.0271293218257449
"465",2019-02-19,57.12,-0.0327204032220772
"466",2019-02-15,56.8,-0.0382513503962666
"467",2019-02-14,55.72,-0.0433099718122051
"468",2019-02-13,55.52,-0.0472495916692229
"469",2019-02-12,54.85,-0.0483251790579503
"470",2019-02-11,54.41,-0.0530801414790438
"471",2019-02-08,54.45,-0.0504905264545278
"472",2019-02-07,54.39,-0.0488386100635922
"473",2019-02-06,55.34,-0.0485820418752345
"474",2019-02-05,55.05,-0.0496724792475355
"475",2019-02-04,55.2,-0.0554134874663141
"476",2019-02-01,55.21,-0.0430743266383183
"477",2019-01-31,53.76,-0.0457905053278044
"478",2019-01-30,54.37,-0.0478545185226173
"479",2019-01-29,54.4,-0.0483592349941908
"480",2019-01-28,53.49,-0.0460868206143689
"481",2019-01-25,54.56,-0.0508694196450424
"482",2019-01-24,54.29,-0.0535636306414479
"483",2019-01-23,54.27,-0.0553514470100806
"484",2019-01-22,54.45,-0.0558508378626127
"485",2019-01-18,54.52,-0.0424350405434588
"486",2019-01-17,54.18,-0.0464871450524106
"487",2019-01-16,54.54,-0.04934798250709
"488",2019-01-15,54.03,-0.0544604584761263
"489",2019-01-14,52.96,-0.0583542690309012
"490",2019-01-11,53.97,-0.0625280436451264
"491",2019-01-10,55.19,-0.0637044218390682
"492",2019-01-09,55.27,-0.0662516890611007
"493",2019-01-08,53.43,-0.0717034326187024
"494",2019-01-07,52.29,-0.0812712345075432
"495",2019-01-04,52.1,-0.0762586129260129
"496",2019-01-03,51.5,-0.0814292283519205
"497",2019-01-02,50.97,-0.0767069666365667
"498",2018-12-31,49.9,-0.0823542936131579
"499",2018-12-28,48.85,-0.0687237574427176
"500",2018-12-27,48.88,-0.0721247256920547
"501",2018-12-26,50.32,-0.0691111119911344
"502",2018-12-24,47.31,-0.0692649214546769
"503",2018-12-21,49.42,-0.0467892659986741
"504",2018-12-20,49.74,-0.0450575941682429
"505",2018-12-19,51.2,-0.043736630164745
"506",2018-12-18,50.03,-0.0439315849969108
"507",2018-12-17,52.67,-0.0397389145261488
"508",2018-12-14,52.64,-0.0489999304888777
"509",2018-12-13,53.44,-0.0442758751581456
"510",2018-12-12,52.51,-0.0459132561617679
"511",2018-12-11,52.35,-0.0503568982972998
"512",2018-12-10,52.07,-0.0533097065400385
"513",2018-12-07,53.55,-0.0412306791322309
"514",2018-12-06,53.36,-0.0449046643133909
"515",2018-12-05,54.2,-0.0432837502006288
"516",2018-12-04,54.39,-0.0442931128861051
"517",2018-12-03,53.84,-0.0410268878965532
"518",2018-11-30,52.1,-0.0384001828854826
"519",2018-11-29,53.5,-0.0336473711346583
"520",2018-11-28,52.8,-0.0379549395487529
"521",2018-11-27,53.05,-0.0429860397962849
"522",2018-11-26,52.55,-0.0475356117320193
"523",2018-11-23,51.86,-0.0415789738707515
"524",2018-11-21,54.6,-0.0373777921057831
"525",2018-11-20,53.45,-0.0360710302171432
"526",2018-11-19,57.19,-0.0327309093350946
"527",2018-11-16,57.17,-0.0366565694685509
"528",2018-11-15,57.51,-0.0384100623496355
"529",2018-11-14,58.46,-0.0407471876955598
"530",2018-11-13,58.01,-0.0412878317503707
"531",2018-11-12,60.78,-0.0363536130351383
"532",2018-11-09,61,-0.0324780835098838
"533",2018-11-08,61.71,-0.0286420550594881
"534",2018-11-07,62.48,-0.0293575090771472
"535",2018-11-06,60.59,-0.0305462515848375
"536",2018-11-05,60.35,-0.0294676714347742
"537",2018-11-02,59.99,-0.0214427037069348
"538",2018-11-01,60.05,-0.0194916616342349
"539",2018-10-31,61.57,-0.0216249232899125
"540",2018-10-30,62.02,-0.0227474083890195
"541",2018-10-29,63.09,-0.0210137891629034
"542",2018-10-26,62.9,-0.0416900291583247
"543",2018-10-25,62.2,-0.0436589675717662
"544",2018-10-24,61.94,-0.0446673893430942
"545",2018-10-23,61.9,-0.0438122307408814
"546",2018-10-22,63.69,-0.0414997577789655
"547",2018-10-19,69.12,-0.0356504881443441
"548",2018-10-18,62.11,-0.0421070339628485
"549",2018-10-17,69.75,-0.0376119866707057
"550",2018-10-16,71.92,-0.0387975354958014
"551",2018-10-15,71.78,-0.0403117363210595
"552",2018-10-12,71.34,-0.029566880610195
"553",2018-10-11,70.97,-0.0251248651218527
"554",2018-10-10,73.17,-0.0237514277359943
"555",2018-10-09,74.96,-0.0214372276104373
"556",2018-10-08,74.29,-0.0233613545911433
"557",2018-10-05,74.34,-0.0238181478270635
"558",2018-10-04,74.33,-0.0245774953709093
"559",2018-10-03,76.41,-0.0227043537723444
"560",2018-10-02,75.23,-0.0253165691506498
"561",2018-10-01,75.3,-0.0265866318933124
"562",2018-09-28,73.25,-0.0287124076499115
"563",2018-09-27,72.12,-0.0285665428742794
"564",2018-09-26,71.57,-0.0306981391146214
"565",2018-09-25,72.28,-0.0337315717749334
"566",2018-09-24,72.08,-0.0352855162649896
"567",2018-09-21,70.78,-0.0285752795744007
"568",2018-09-20,70.32,-0.027980167434419
"569",2018-09-19,71.12,-0.0294547857542067
"570",2018-09-18,69.85,-0.034299731294024
"571",2018-09-17,68.91,-0.0362402818529759
"572",2018-09-14,68.99,-0.0253770902516355
"573",2018-09-13,68.59,-0.0253600339402417
"574",2018-09-12,70.37,-0.0279159013581317
"575",2018-09-11,69.25,-0.0345366770998726
"576",2018-09-10,67.54,-0.0368907573914049
"577",2018-09-07,67.75,-0.0244838851903255
"578",2018-09-06,67.77,-0.0231317532964431
"579",2018-09-05,68.72,-0.024347596889456
"580",2018-09-04,69.87,-0.025762301855461
"581",2018-08-31,69.8,-0.0133997844629583
"582",2018-08-30,70.25,-0.00913746910842317
"583",2018-08-29,69.51,-0.00744261812342435
"584",2018-08-28,68.53,-0.00798795354728189
"585",2018-08-27,68.87,-0.00804829522402412
