"","date","symbol","option.root.symbol","future.symbol","exchange","future.expiration","adjusted.close","expiration","strike","call.put","style","ask","bid","settlement.price","iv","iv.interpolated","volume","open.interest","delta","vega","gamma","theta","sentiment"
"135",2020-06-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.44,"12/16/2020",0.5,"C","A",0,0,0,-1,1.038736,0,0,1,0,0,0,-0.0444179621206359
"136",2020-06-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.95,"12/16/2020",0.5,"C","A",0,0,0,-1,1.029465,0,0,1,0,0,0,-0.0457468998998418
"137",2020-06-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.23,"12/16/2020",0.5,"C","A",0,0,0,-1,0.995118,0,0,1,0,0,0,-0.0428672238616967
"138",2020-06-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.52,"12/16/2020",0.5,"C","A",0,0,0,-1,0.992839,0,0,1,0,0,0,-0.0599002013013538
"139",2020-06-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.9,"12/16/2020",0.5,"C","A",0,0,0,-1,0.968978,0,0,1,0,0,0,-0.06561223818517
"140",2020-06-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.64,"12/16/2020",0.5,"C","A",0,0,0,-1,0.974449,0,0,1,0,0,0,-0.0667245871702799
"141",2020-06-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.1,"12/16/2020",0.5,"C","A",0,0,0,-1,0.94147,0,0,1,0,0,0,-0.0761129417905795
"142",2020-06-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.15,"12/16/2020",0.5,"C","A",0,0,0,-1,1.00834,0,0,1,0,0,0,-0.0811005119488003
"143",2020-05-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.16,"12/16/2020",0.5,"C","A",0,0,0,-1,1.026882,0,0,1,0,0,0,-0.0709293412170266
"144",2020-05-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.8,"12/16/2020",0.5,"C","A",0,0,0,-1,1.01214,0,0,1,0,0,0,-0.0759196589951583
"145",2020-05-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.17,"12/16/2020",0.5,"C","A",0,0,0,-1,1.023082,0,0,1,0,0,0,-0.0805718817911258
"146",2020-05-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.51,"12/16/2020",0.5,"C","A",0,0,0,-1,1.001463,0,0,1,0,0,0,-0.0796661843537161
"147",2020-05-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.48,"12/16/2020",0.5,"C","A",0,0,0,-1,1.0004,0,0,1,0,0,0,-0.071639535822088
"148",2020-05-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.94,"12/16/2020",0.5,"C","A",0,0,0,-1,0.94603,0,0,1,0,0,0,-0.0735322150622921
"149",2020-05-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.48,"12/16/2020",0.5,"C","A",0,0,0,-1,0.951881,0,0,1,0,0,0,-0.0784464083547765
"150",2020-05-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.51,"12/16/2020",0.5,"C","A",0,0,0,-1,0.949259,0,0,1,0,0,0,-0.0866593765813671
"151",2020-05-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.43,"12/16/2020",0.5,"C","A",0,0,0,-1,0.945764,0,0,1,0,0,0,-0.0934664733522757
"152",2020-05-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.4,"12/16/2020",0.5,"C","A",0,0,0,-1,0.94565,0,0,1,0,0,0,-0.0972103415903824
"153",2020-05-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,31.58,"12/16/2020",0.5,"C","A",0,0,0,-1,0.970764,0,0,1,0,0,0,-0.106175467932547
"154",2020-05-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,30.65,"12/16/2020",0.5,"C","A",0,0,0,-1,0.647261,0,0,1,0,0,0,-0.106327363405089
"155",2020-05-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,31.11,"12/16/2020",0.5,"C","A",0,0,0,-1,0.626107,0,0,1,0,0,0,-0.109981589476762
"156",2020-05-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,31.15,"12/16/2020",0.5,"C","A",0,0,0,-1,0.635245,0,0,1,0,0,0,-0.113754880653352
"157",2020-05-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.5,"12/16/2020",0.5,"C","A",0,0,0,-1,0.653976,0,0,1,0,0,0,-0.0900370633293124
"158",2020-05-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,30.69,"12/16/2020",0.5,"C","A",0,0,0,-1,0.671938,0,0,1,0,0,0,-0.0882207272703339
"159",2020-05-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,31.03,"12/16/2020",0.5,"C","A",0,0,0,-1,0.686642,0,0,1,0,0,0,-0.0921313290703024
"160",2020-05-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.23,"12/16/2020",0.5,"C","A",0,0,0,-1,0.647584,0,0,1,0,0,0,-0.0948719047204754
"161",2020-05-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,29.82,"12/16/2020",0.5,"C","A",0,0,0,-1,0.65561,0,0,1,0,0,0,-0.101300920543484
"162",2020-05-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,29.32,"12/16/2020",0.5,"C","A",0,0,0,-1,0.678388,0,0,1,0,0,0,-0.0915887461223486
"163",2020-04-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,30.38,"12/16/2020",0.5,"C","A",0,0,0,-1,0.662734,0,0,1,0,0,0,-0.0897182706174262
"164",2020-04-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,28.73,"12/16/2020",0.5,"C","A",0,0,0,-1,0.695856,0,0,1,0,0,0,-0.0943061848669622
"165",2020-04-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,28.32,"12/16/2020",0.5,"C","A",0,0,0,-1,0.741848,0,0,1,0,0,0,-0.100567240431934
"166",2020-04-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,28.29,"12/16/2020",0.5,"C","A",0,0,0,-1,0.742028,0,0,1,0,0,0,-0.100548334761033
"167",2020-04-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,29.13,"12/16/2020",0.5,"C","A",0,0,0,-1,0.728578,0,0,1,0,0,0,-0.0867799877715691
"168",2020-04-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,29.36,"12/16/2020",0.5,"C","A",0,0,0,-1,0.702177,0,0,1,0,0,0,-0.0873138909863641
"169",2020-04-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,29.77,"12/16/2020",0.5,"C","A",0,0,0,-1,0.6772,0,0,1,0,0,0,-0.0890886235388336
"170",2020-04-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,27.67,"12/16/2020",0.5,"C","A",0,0,0,-1,0.717864,0,0,1,0,0,0,-0.0870027712931066
"171",2020-04-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.02,"12/16/2020",0.5,"C","A",0,0,0,-1,0.626734,0,0,1,0,0,0,-0.0801621562680574
"172",2020-04-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.27,"12/16/2020",0.5,"C","A",0,0,0,-1,0.57075,0,0,1,0,0,0,-0.073990422617257
"173",2020-04-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.98,"12/16/2020",0.5,"C","A",0,0,0,-1,0.578054,0,0,1,0,0,0,-0.071911731519196
"174",2020-04-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.26,"12/16/2020",0.5,"C","A",0,0,0,-1,0.581569,0,0,1,0,0,0,-0.0699990692696489
"175",2020-04-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.54,"12/16/2020",0.5,"C","A",0,0,0,-1,0.568413,0,0,1,0,0,0,-0.0695093692959094
"176",2020-04-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.57,"12/16/2020",0.5,"C","A",0,0,0,-1,0.571652,0,0,1,0,0,0,-0.0706360347788134
"177",2020-04-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.04,"12/16/2020",0.5,"C","A",0,0,0,-1,0.59821,0,0,1,0,0,0,-0.0996446899414742
"178",2020-04-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,35.22,"12/16/2020",0.5,"C","A",0,0,0,-1,0.60409,0,0,1,0,0,0,-0.107010291713253
"179",2020-04-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.99,"12/16/2020",0.5,"C","A",0,0,0,-1,0.588227,0,0,1,0,0,0,-0.110813166324497
"180",2020-04-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.57,"12/16/2020",0.5,"C","A",0,0,0,-1,0.613417,0,0,1,0,0,0,-0.113989622409142
"181",2020-04-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.37,"12/16/2020",0.5,"C","A",0,0,0,-1,0.6342,0,0,1,0,0,0,-0.124415242988396
"182",2020-04-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.49,"12/16/2020",0.5,"C","A",0,0,0,-1,0.648714,0,0,1,0,0,0,-0.127432018390702
"183",2020-04-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.75,"12/16/2020",0.5,"C","A",0,0,0,-1,0.601098,0,0,1,0,0,0,-0.132386316930566
"184",2020-03-31,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.15,"12/16/2020",1.5,"C","A",0,0,0,-1,0.605809,0,0,1,0,0,0,-0.128912737159628
"185",2020-03-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.14,"12/16/2020",1.5,"C","A",0,0,0,-1,0.576482,0,0,1,0,0,0,-0.13215020614295
"186",2020-03-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.94,"12/16/2020",1.5,"C","A",0,0,0,-1,0.565459,0,0,1,0,0,0,-0.116864993301618
"187",2020-03-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.23,"12/16/2020",1.5,"C","A",0,0,0,-1,0.545635,0,0,1,0,0,0,-0.117069300856622
"188",2020-03-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.92,"12/16/2020",1.5,"C","A",0,0,0,-1,0.537196,0,0,1,0,0,0,-0.118562741911038
"189",2020-03-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.7,"12/16/2020",1.5,"C","A",0,0,0,-1,0.591998,0,0,1,0,0,0,-0.11986743002795
"190",2020-03-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.02,"12/16/2020",1.5,"C","A",0,0,0,-1,0.625457,0,0,1,0,0,0,-0.122416854605906
"191",2020-03-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,30.7,"12/16/2020",1.5,"C","A",0,0,0,-1,0.621068,0,0,1,0,0,0,-0.0962539609721559
"192",2020-03-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,32.42,"12/16/2020",1.5,"C","A",0,0,0,-1,0.597664,0,0,1,0,0,0,-0.0948908504555315
"193",2020-03-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,28.96,"12/16/2020",1.5,"C","A",0,0,0,-1,0.654541,0,0,1,0,0,0,-0.0971911248598549
"194",2020-03-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,33.52,"12/16/2020",10.5,"C","A",0,0,0,-1,0.561522,0,0,0.99572,0.003633,0.000776,0,-0.0949895069992668
"195",2020-03-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,34.14,"12/16/2020",10.5,"C","A",0,0,0,-1,0.52604,0,0,0.997528,0.002262,0.000495,0,-0.0927758937462784
"196",2020-03-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.67,"12/16/2020",10.5,"C","A",0,0,0,-1,0.499073,0,0,0.998996,0.001075,0.000213,0,-0.0974701917523495
"197",2020-03-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.06,"12/16/2020",10.5,"C","A",0,0,0,-1,0.496005,0,0,0.999111,0.000974,0.000189,0,-0.0975373531893303
"198",2020-03-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.84,"12/16/2020",10.5,"C","A",0,0,0,-1,0.460623,0,0,0.999637,0.000435,8.7e-05,0,-0.0961217787020081
"199",2020-03-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.56,"12/16/2020",10.5,"C","A",0,0,0,-1,0.475916,0,0,0.999556,0.000535,9.9e-05,0,-0.0977323878842001
"200",2020-03-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36,"12/16/2020",10.5,"C","A",0,0,0,-1,0.495967,0,0,0.998834,0.001218,0.00025,0,-0.100531737385857
"201",2020-03-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.83,"12/16/2020",10.5,"C","A",0,0,0,-1,0.402349,0,0,0.999986,2.3e-05,5e-06,0,-0.088741320924875
"202",2020-03-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,46.92,"12/16/2020",10.5,"C","A",0,0,0,-1,0.38187,0,0,0.999998,4e-06,0,0,-0.086153927278238
"203",2020-03-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,47.64,"12/16/2020",10.5,"C","A",0,0,0,-1,0.378755,0,0,0.999998,3e-06,0,0,-0.0912891000169113
"204",2020-03-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,47.76,"12/16/2020",10.5,"C","A",0,0,0,-1,0.373454,0,0,0.999999,2e-06,0,0,-0.0897261231908992
"205",2020-03-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,47.55,"12/16/2020",10.5,"C","A",0,0,0,-1,0.372485,0,0,0.999999,2e-06,0,0,-0.0910842191561676
"206",2020-02-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,46,"12/16/2020",10.5,"C","A",0,0,0,-1,0.363215,0,0,0.999999,2e-06,0,0,-0.0867749109795247
"207",2020-02-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,48.06,"12/16/2020",10.5,"C","A",0,0,0,-1,0.35478,0,0,1,1e-06,0,0,-0.0905327151616077
"208",2020-02-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,49.06,"12/16/2020",10.5,"C","A",0,0,0,-1,0.355787,0,0,1,0,0,0,-0.0862849733712022
"209",2020-02-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,49.91,"12/16/2020",10.5,"C","A",0,0,0,-1,0.366672,0,0,1,1e-06,0,0,-0.087081718567638
"210",2020-02-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.5,"12/16/2020",10.5,"C","A",0,0,0,-1,0.351987,0,0,1,1e-06,0,0,-0.0875482326735928
"211",2020-02-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.6,"12/16/2020",10.5,"C","A",0,0,0,-1,0.350734,0,0,1,0,0,0,-0.0837233458766307
"212",2020-02-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.15,"12/16/2020",10.5,"C","A",0,0,0,-1,0.344237,0,0,1,0,0,0,-0.08214522050122
"213",2020-02-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.2,"12/16/2020",10.5,"C","A",0,0,0,-1,0.340247,0,0,1,0,0,0,-0.0872293898510614
"214",2020-02-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.46,"12/16/2020",10.5,"C","A",0,0,0,-1,0.344275,0,0,1,0,0,0,-0.08840766587223
"215",2020-02-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.31,"12/16/2020",10.5,"C","A",0,0,0,-1,0.347428,0,0,1,0,0,0,-0.0771831254684213
"216",2020-02-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.96,"12/16/2020",10.5,"C","A",0,0,0,-1,0.346896,0,0,1,1e-06,0,0,-0.0792168013617688
"217",2020-02-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.84,"12/16/2020",10.5,"C","A",0,0,0,-1,0.342033,0,0,1,0,0,0,-0.0775659265538403
"218",2020-02-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.06,"12/16/2020",10.5,"C","A",0,0,0,-1,0.343439,0,0,1,1e-06,0,0,-0.0811651652014891
"219",2020-02-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,50.79,"12/16/2020",10.5,"C","A",0,0,0,-1,0.346041,0,0,1,1e-06,0,0,-0.0855748341194736
"220",2020-02-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.14,"12/16/2020",10.5,"C","A",0,0,0,-1,0.344921,0,0,1,1e-06,0,0,-0.091394438391152
"221",2020-02-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.33,"12/16/2020",10.5,"C","A",0,0,0,-1,0.343249,0,0,1,1e-06,0,0,-0.0884126975458016
"222",2020-02-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,50.73,"12/16/2020",10.5,"C","A",0,0,0,-1,0.345452,0,0,1,1e-06,0,0,-0.0953897831851847
"223",2020-02-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,49.82,"12/16/2020",10.5,"C","A",0,0,0,-1,0.34872,0,0,1,1e-06,0,0,-0.100613115952476
"224",2020-02-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,49.99,"12/16/2020",10.5,"C","A",0,0,0,-1,0.354723,0,0,0.999999,1e-06,0,0,-0.100275571274134
"225",2020-01-31,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,50.63,"12/16/2020",10.5,"C","A",0,0,0,-1,0.354647,0,0,1,1e-06,0,0,-0.0856566519666884
"226",2020-01-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,50.79,"12/16/2020",10.5,"C","A",0,0,0,-1,0.292351,0,0,1,0,0,0,-0.0842776655301015
"227",2020-01-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.37,"12/16/2020",10.5,"C","A",0,0,0,-1,0.285569,0,0,1,0,0,0,-0.0847355926325062
"228",2020-01-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.33,"12/16/2020",10.5,"C","A",0,0,0,-1,0.278212,0,0,1,0,0,0,-0.0861908968040139
"229",2020-01-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.05,"12/16/2020",10.5,"C","A",0,0,0,-1,0.282876,0,0,1,0,0,0,-0.0876711045042157
"230",2020-01-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,51.56,"12/16/2020",10.5,"C","A",0,0,0,-1,0.282942,0,0,1,0,0,0,-0.0503914018729597
"231",2020-01-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.9,"12/16/2020",10.5,"C","A",0,0,0,-1,0.278696,0,0,1,0,0,0,-0.0482413671843554
"232",2020-01-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.96,"12/16/2020",10.5,"C","A",0,0,0,-1,0.275775,0,0,1,0,0,0,-0.0468506643581474
"233",2020-01-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.1,"12/16/2020",10.5,"C","A",0,0,0,-1,0.268785,0,0,1,0,0,0,-0.0456094463258036
"234",2020-01-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55,"12/16/2020",10.5,"C","A",0,0,0,-1,0.266101,0,0,1,0,0,0,-0.0248396420297511
"235",2020-01-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.99,"12/16/2020",10.5,"C","A",0,0,0,-1,0.266187,0,0,1,0,0,0,-0.0287103061894726
"236",2020-01-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.64,"12/16/2020",10.5,"C","A",0,0,0,-1,0.242036,0,0,1,0,0,0,-0.0306881665528987
"237",2020-01-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.02,"12/16/2020",10.5,"C","A",0,0,0,-1,0.241789,0,0,1,0,0,0,-0.0336737855985125
"238",2020-01-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.83,"12/16/2020",10.5,"C","A",0,0,0,-1,0.246054,0,0,1,0,0,0,-0.0378482793447474
"239",2020-01-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.36,"12/16/2020",10.5,"C","A",0,0,0,-1,0.242625,0,0,1,0,0,0,-0.0480245671232535
"240",2020-01-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.54,"12/16/2020",10.5,"C","A",0,0,0,-1,0.246387,0,0,1,0,0,0,-0.0449928862045321
"241",2020-01-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.35,"12/16/2020",10.5,"C","A",0,0,0,-1,0.256451,0,0,1,0,0,0,-0.0426633885822468
"242",2020-01-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,57.59,"12/16/2020",10.5,"C","A",0,0,0,-1,0.269905,0,0,1,0,0,0,-0.0407624985786232
"243",2020-01-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,57.68,"12/16/2020",10.5,"C","A",0,0,0,-1,0.27076,0,0,1,0,0,0,-0.041665170566214
"244",2020-01-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,57.48,"12/16/2020",10.5,"C","A",0,0,0,-1,0.257923,0,0,1,0,0,0,-0.0317190141570861
"245",2020-01-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.49,"12/16/2020",10.5,"C","A",0,0,0,-1,0.255567,0,0,1,0,0,0,-0.0333589556008866
"246",2019-12-31,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.03,"12/16/2020",10.5,"C","A",0,0,0,-1,0.252233,0,0,1,0,0,0,-0.0314316634297304
"247",2019-12-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.62,"12/16/2020",10.5,"C","A",0,0,0,-1,0.24624,0,0,1,0,0,0,-0.0265616409381206
"248",2019-12-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.78,"12/16/2020",10.5,"C","A",0,0,0,-1,0.241789,0,0,1,0,0,0,0.0047705090933928
"249",2019-12-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.66,"12/16/2020",10.5,"C","A",0,0,0,-1,0.240545,0,0,1,0,0,0,0.00278189837510807
"250",2019-12-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,56.44,"12/16/2020",10.5,"C","A",0,0,0,-1,0.245883,0,0,1,0,0,0,-0.00234850304181422
"251",2019-12-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.99,"12/16/2020",10.5,"C","A",0,0,0,-1,0.235112,0,0,1,0,0,0,-0.00720536531430801
"252",2019-12-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.83,"12/16/2020",10.5,"C","A",0,0,0,-1,0.237197,0,0,1,0,0,0,0.0020519805661422
"253",2019-12-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.98,"12/16/2020",10.5,"C","A",0,0,0,-1,0.234936,0,0,1,0,0,0,0.00325207973791229
"254",2019-12-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.91,"12/16/2020",10.5,"C","A",0,0,0,-1,0.237976,0,0,1,0,0,0,0.00771167927464843
"255",2019-12-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.91,"12/16/2020",10.5,"C","A",0,0,0,-1,0.236731,0,0,1,0,0,0,0.00520313355011127
"256",2019-12-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.67,"12/16/2020",10.5,"C","A",0,0,0,-1,0.241172,0,0,1,0,0,0,0.0011365133989972
"257",2019-12-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.44,"12/16/2020",10.5,"C","A",0,0,0,-1,0.242806,0,0,1,0,0,0,-0.00345499079806039
"258",2019-12-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.96,"12/16/2020",10.5,"C","A",0,0,0,-1,0.217449,0,0,1,0,0,0,-0.00569506647589756
"259",2019-12-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.58,"12/16/2020",10.5,"C","A",0,0,0,-1,0.222023,0,0,1,0,0,0,-0.00836632551277647
"260",2019-12-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,55.1,"12/16/2020",10.5,"C","A",0,0,0,-1,0.222189,0,0,1,0,0,0,-0.00734954240944496
"261",2019-12-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.68,"12/16/2020",10.5,"C","A",0,0,0,-1,0.221154,0,0,1,0,0,0,-0.0112540926505568
"262",2019-12-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.6,"12/16/2020",10.5,"C","A",0,0,0,-1,0.215046,0,0,1,0,0,0,-0.000309787877499372
"263",2019-12-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.3,"12/16/2020",10.5,"C","A",0,0,0,-1,0.223671,0,0,1,0,0,0,-0.00508065018143912
"264",2019-12-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.33,"12/16/2020",10.5,"C","A",0,0,0,-1,0.228743,0,0,1,0,0,0,-0.00908921060774243
"265",2019-12-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.92,"12/16/2020",10.5,"C","A",0,0,0,-1,0.273705,0,0,1,0,0,0,-0.0159907238334024
"266",2019-12-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.9,"12/16/2020",10.5,"C","A",0,0,0,-1,0.27143,0,0,1,0,0,0,-0.0203077990778891
"267",2019-11-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.09,"12/16/2020",10.5,"C","A",0,0,0,-1,0.269307,0,0,1,0,0,0,-0.0185889096532343
"268",2019-11-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.44,"12/16/2020",10.5,"C","A",0,0,0,-1,0.222284,0,0,1,0,0,0,-0.0164497032735794
"269",2019-11-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.46,"12/16/2020",10.5,"C","A",0,0,0,-1,0.222289,0,0,1,0,0,0,-0.0158844538721604
"270",2019-11-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.07,"12/16/2020",10.5,"C","A",0,0,0,-1,0.224621,0,0,1,0,0,0,-0.0201096685767341
"271",2019-11-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.83,"12/16/2020",10.5,"C","A",0,0,0,-1,0.261665,0,0,1,0,0,0,-0.0149403251525575
"272",2019-11-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,54.21,"12/16/2020",10.5,"C","A",0,0,0,-1,0.224379,0,0,1,0,0,0,-0.0172001956935166
"273",2019-11-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.34,"12/16/2020",10.5,"C","A",0,0,0,-1,0.268395,0,0,1,0,0,0,-0.0162466816193349
"274",2019-11-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,52.08,"12/16/2020",10.5,"C","A",0,0,0,-1,0.271895,0,0,1,0,0,0,-0.0170704473677884
"275",2019-11-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.17,"12/16/2020",10.5,"C","A",0,0,0,-1,0.265693,0,0,1,0,0,0,-0.0129527745579347
"276",2019-11-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.72,"12/16/2020",10.5,"C","A",0,0,0,-1,0.265365,0,0,1,0,0,0,-0.00550385312279539
"277",2019-11-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,53.15,"12/16/2020",10.5,"C","A",0,0,0,-1,0.269079,0,0,1,0,0,0,-0.00503513401442327
