"","date","symbol","option.root.symbol","future.symbol","exchange","future.expiration","adjusted.close","expiration","strike","call.put","style","ask","bid","settlement.price","iv","iv.interpolated","volume","open.interest","delta","vega","gamma","theta","sentiment"
"1",2020-12-18,"CL","LO2","CL/21G.NX","NYMEX",2021-01-20,49.24,"01/08/2021",12.5,"C","A",0,0,36.75,2.113369,2.113369,0,0,0.998452,0.000593,0.000201,-0.00285,-0.0201991912542423
"2",2020-12-17,"CL","LO2","CL/21G.NX","NYMEX",2021-01-20,48.54,"01/08/2021",12.5,"C","A",0,0,36.05,2.051362,2.051362,0,0,0.998388,0.000621,0.000212,-0.002756,-0.0214669555998537
"3",2020-12-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,47.82,"12/16/2020",0.5,"C","A",0,0,47.32,-1,-1,0,0,0,0,0,0,-0.0231927501906689
"4",2020-12-15,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,47.62,"12/15/2020",37,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0248531121724716
"5",2020-12-14,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,46.99,"12/14/2020",36.5,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0239594832013679
"6",2020-12-11,"CL","LO2","CL/21F.NX","NYMEX",2020-12-21,46.57,"12/11/2020",7.5,"C","A",0,0,39.07,-1,-1,0,0,0,0,0,0,-0.0162884986914348
"7",2020-12-10,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,46.78,"12/10/2020",35.5,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0240768285003052
"8",2020-12-09,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.52,"12/09/2020",35.5,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0314953757636911
"9",2020-12-08,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.6,"12/08/2020",35.75,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0379888932143363
"10",2020-12-07,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.76,"12/07/2020",36.25,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0375403450810428
"11",2020-12-04,"CL","LO1","CL/21F.NX","NYMEX",2020-12-21,46.26,"12/04/2020",2.5,"C","A",0,0,43.76,-1,-1,0,0,0,0,0,0,-0.0244972764120376
"12",2020-12-03,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.64,"12/03/2020",35.25,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0265510401276063
"13",2020-12-02,"CL","LO1","CL/21F.NX","NYMEX",2020-12-21,45.28,"12/04/2020",2.5,"C","A",0,0,42.79,-1,2.424619,0,0,1,0,0,0,-0.0201493926392241
"14",2020-12-01,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,44.55,"12/01/2020",35.25,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0198611612786743
"15",2020-11-30,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.34,"11/30/2020",35.5,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0229728780018261
"16",2020-11-27,"CL","LO4","CL/21F.NX","NYMEX",2020-12-21,45.53,"11/27/2020",2.5,"C","A",0,0,43.03,-1,-1,0,0,0,0,0,0,-0.0222459192778883
"17",2020-11-25,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,45.71,"11/25/2020",35,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0222583496233222
"18",2020-11-24,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,44.91,"11/24/2020",33,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0226013486760193
"19",2020-11-23,"CL","ICD","CL/21F.NX","NYMEX",2020-12-21,43.06,"11/23/2020",32.5,"C","E",0,0,0,-1,-1,0,0,0,0,0,0,-0.0213507406694111
"20",2020-11-20,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,42.42,"11/20/2020",2.5,"C","A",0,0,39.92,-1,-1,0,0,0,0,0,0,-0.0268163385738386
"21",2020-11-19,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,41.9,"11/20/2020",2.5,"C","A",0,0,39.41,-1,2.453799,0,0,1,0,0,0,-0.0260054375608056
"22",2020-11-18,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,42.01,"11/20/2020",2.5,"C","A",0,0,39.52,-1,2.434346,0,0,1,0,0,0,-0.0280896108917668
"23",2020-11-17,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,41.65,"11/20/2020",2.5,"C","A",0,0,39.16,-1,2.186318,0,0,1,0,0,0,-0.0353232939053088
"24",2020-11-16,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,41.57,"11/20/2020",2.5,"C","A",0,0,39.08,-1,2.248325,0,0,1,0,0,0,-0.0392827721701905
"25",2020-11-13,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,40.4,"11/20/2020",2.5,"C","A",0,0,37.91,-1,2.281152,0,0,1,0,0,0,-0.0328764362009474
"26",2020-11-12,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,41.41,"11/20/2020",2.5,"C","A",0,0,38.92,-1,2.189966,0,0,1,0,0,0,-0.0283244326642501
"27",2020-11-11,"CL","LO4","CL/21F.NX","NYMEX",2020-12-21,41.74,"11/27/2020",2.5,"C","A",0,0,39.25,-1,2.152275,0,0,1,0,0,0,-0.0353705601324674
"28",2020-11-10,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,41.67,"11/20/2020",2.5,"C","A",0,0,39.18,-1,2.306685,0,0,1,0,0,0,-0.0432796175935448
"29",2020-11-09,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,40.62,"11/20/2020",2.5,"C","A",0,0,38.13,-1,2.154707,0,0,1,0,0,0,-0.0511925709885734
"30",2020-11-06,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,37.49,"11/20/2020",2.5,"C","A",0,0,35,-1,2.118232,0,0,1,0,0,0,-0.0582274450655074
"31",2020-11-05,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,39.11,"11/20/2020",2.5,"C","A",0,0,36.62,-1,2.484194,0,0,1,0,0,0,-0.054320473658433
"32",2020-11-04,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,39.47,"11/20/2020",2.5,"C","A",0,0,36.98,-1,2.453799,0,0,1,0,0,0,-0.0522870371759395
"33",2020-11-03,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,37.99,"11/20/2020",2.5,"C","A",0,0,35.5,-1,2.327354,0,0,1,0,0,0,-0.0572291508320103
"34",2020-11-02,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,37.18,"11/20/2020",2.5,"C","A",0,0,34.69,-1,2.23252,0,0,1,0,0,0,-0.0652806967003713
"35",2020-10-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.15,"12/16/2020",0.5,"C","A",0,0,35.67,-1,2.476292,0,0,1,0,0,0,-0.0618969074466028
"36",2020-10-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,36.51,"12/16/2020",0.5,"C","A",0,0,36.02,-1,2.436473,0,0,1,0,0,0,-0.0587490453594468
"37",2020-10-28,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,37.72,"11/20/2020",5,"C","A",0,0,32.73,-1,2.431914,0,0,0.99985,5.5e-05,2.4e-05,-0.000172,-0.0627710284226674
"38",2020-10-27,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,39.87,"11/20/2020",5,"C","A",0,0,34.88,-1,2.458662,0,0,0.999846,6.1e-05,2.3e-05,-0.000173,-0.0640084630944998
"39",2020-10-26,"CL","LO3","CL/21F.NX","NYMEX",2020-12-21,38.89,"11/20/2020",5,"C","A",0,0,33.9,-1,2.382065,0,0,0.999842,6.2e-05,2.6e-05,-0.000158,-0.0659027437353759
"40",2020-10-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.15,"12/16/2020",0.5,"C","A",0,0,39.65,-1,2.493921,0,0,1,0,0,0,-0.0556776175724788
"41",2020-10-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.94,"12/16/2020",0.5,"C","A",0,0,40.44,-1,2.48541,0,0,1,0,0,0,-0.0592964488449375
"42",2020-10-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.31,"12/16/2020",0.5,"C","A",0,0,39.81,-1,2.451367,0,0,1,0,0,0,-0.0609856023017845
"43",2020-10-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.97,"12/16/2020",0.5,"C","A",0,0,41.47,-1,2.461094,0,0,1,0,0,0,-0.0607513848269396
"44",2020-10-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.34,"12/16/2020",0.5,"C","A",0,0,40.84,-1,2.427051,0,0,1,0,0,0,-0.058728790352318
"45",2020-10-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.42,"12/16/2020",0.5,"C","A",0,0,40.92,-1,2.423403,0,0,1,0,0,0,-0.0703390602186723
"46",2020-10-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.55,"12/16/2020",0.5,"C","A",0,0,41.05,-1,2.35167,0,0,1,0,0,0,-0.0743526156187492
"47",2020-10-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.66,"12/16/2020",0.5,"C","A",0,0,41.16,-1,2.362612,0,0,1,0,0,0,-0.078189354597435
"48",2020-10-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.85,"12/16/2020",0.5,"C","A",0,0,40.35,-1,2.484194,0,0,0.999999,1e-06,0,0,-0.0846860048509488
"49",2020-10-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.11,"12/16/2020",0.5,"C","A",0,0,39.61,-1,2.452583,0,0,0.999999,1e-06,0,0,-0.0916494465785538
"50",2020-10-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.27,"12/16/2020",0.5,"C","A",0,0,40.77,-1,2.407598,0,0,0.999999,1e-06,0,0,-0.0831137991707474
"51",2020-10-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.81,"12/16/2020",0.5,"C","A",0,0,41.31,-1,2.397871,0,0,0.999999,1e-06,0,0,-0.0802696480985418
"52",2020-10-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.59,"12/16/2020",0.5,"C","A",0,0,40.09,-1,2.371123,0,0,0.999999,1e-06,0,0,-0.0847785231910528
"53",2020-10-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.27,"12/16/2020",0.5,"C","A",0,0,40.77,-1,2.36626,0,0,0.999999,1e-06,0,0,-0.0829185613128244
"54",2020-10-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.89,"12/16/2020",0.5,"C","A",0,0,39.39,-1,2.490881,0,0,0.999997,3e-06,0,0,-0.0888163936844079
"55",2020-10-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.74,"12/16/2020",0.5,"C","A",0,0,37.26,-1,2.489058,0,0,0.999994,4e-06,0,0,-0.0919833702217502
"56",2020-10-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.38,"12/16/2020",0.5,"C","A",0,0,38.88,-1,2.427051,0,0,0.999997,3e-06,0,0,-0.0901609363306212
"57",2020-09-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.79,"12/16/2020",0.5,"C","A",0,0,40.3,-1,2.442856,0,0,0.999996,3e-06,0,0,-0.090579916903815
"58",2020-09-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.88,"12/16/2020",0.5,"C","A",0,0,39.39,-1,2.436777,0,0,0.999996,4e-06,0,0,-0.0866694955923945
"59",2020-09-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.18,"12/16/2020",0.5,"C","A",0,0,40.69,-1,2.419756,0,0,0.999996,3e-06,0,0,-0.0873066838508466
"60",2020-09-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.81,"12/16/2020",0.5,"C","A",0,0,40.32,-1,2.478723,0,0,0.999993,7e-06,0,0,-0.0943564244624799
"61",2020-09-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.9,"12/16/2020",0.5,"C","A",0,0,40.42,-1,2.464741,0,0,0.999993,7e-06,0,0,-0.0920818649729813
"62",2020-09-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.53,"12/16/2020",0.5,"C","A",0,0,40.05,-1,2.444072,0,0,0.999993,6e-06,0,0,-0.0901975597076295
"63",2020-09-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.4,"12/16/2020",0.5,"C","A",0,0,39.91,-1,2.428267,0,0,0.999993,6e-06,0,0,-0.0914543167705769
"64",2020-09-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.19,"12/16/2020",0.5,"C","A",0,0,39.71,-1,2.410637,0,0,0.999993,6e-06,0,0,-0.0942571459655085
"65",2020-09-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.93,"12/16/2020",0.5,"C","A",0,0,41.44,-1,2.478115,0,0,0.999988,1e-05,0,0,-0.089709506726996
"66",2020-09-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.87,"12/16/2020",0.5,"C","A",0,0,41.37,-1,2.463525,0,0,0.999988,1.1e-05,0,0,-0.0923993755065081
"67",2020-09-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.1,"12/16/2020",0.5,"C","A",0,0,40.6,-1,2.357141,0,0,0.999993,7e-06,0,0,-0.0893990278538727
"68",2020-09-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.38,"12/16/2020",0.5,"C","A",0,0,38.88,-1,2.453799,0,0,0.999984,1.4e-05,3e-06,0,-0.096546601163834
"69",2020-09-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.47,"12/16/2020",0.5,"C","A",0,0,37.99,-1,2.455015,0,0,0.999981,1.6e-05,3e-06,0,-0.102285940525665
"70",2020-09-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.56,"12/16/2020",0.5,"C","A",0,0,38.09,-1,2.482675,0,0,0.999974,2.2e-05,3e-06,0,-0.112147795178804
"71",2020-09-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.6,"12/16/2020",0.5,"C","A",0,0,38.1,-1,2.497872,0,0,0.999971,2.5e-05,3e-06,0,-0.109592771957372
"72",2020-09-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.34,"12/16/2020",0.5,"C","A",0,0,38.87,-1,2.405166,0,0,0.999982,1.7e-05,3e-06,0,-0.107372753134058
"73",2020-09-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.21,"12/16/2020",0.5,"C","A",0,0,37.73,-1,2.375378,0,0,0.999981,1.6e-05,3e-06,0,-0.107260074652469
"74",2020-09-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.02,"12/16/2020",0.5,"C","A",0,0,40.53,-1,2.480547,0,0,0.999969,2.9e-05,2e-06,0,-0.0784291255457515
"75",2020-09-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.5,"12/16/2020",0.5,"C","A",0,0,42.01,-1,2.29939,0,0,0.999988,1.1e-05,0,0,-0.0731369560459143
"76",2020-09-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.6,"12/16/2020",0.5,"C","A",0,0,42.11,-1,2.289663,0,0,0.999988,1.2e-05,0,0,-0.0725860678119616
"77",2020-09-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.75,"12/16/2020",0.5,"C","A",0,0,43.25,-1,2.341943,0,0,0.999985,1.5e-05,2e-06,0,-0.0737624990273868
"78",2020-08-31,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.53,"12/16/2020",0.5,"C","A",0,0,43.04,-1,2.327354,0,0,0.999985,1.5e-05,2e-06,0,-0.0812801235241644
"79",2020-08-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.94,"12/16/2020",0.5,"C","A",0,0,43.44,-1,2.300605,0,0,0.999985,1.6e-05,2e-06,0,-0.0628845760168311
"80",2020-08-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.91,"12/16/2020",0.5,"C","A",0,0,43.41,-1,2.290879,0,0,0.999985,1.6e-05,2e-06,0,-0.0683676570574746
"81",2020-08-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,44.31,"12/16/2020",0.5,"C","A",0,0,43.81,-1,2.283584,0,0,0.999985,1.6e-05,2e-06,0,-0.0707895264370378
"82",2020-08-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,44.24,"12/16/2020",0.5,"C","A",0,0,43.74,-1,2.459878,0,0,0.999962,3.8e-05,2e-06,0,-0.0739582585587188
"83",2020-08-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.6,"12/16/2020",0.5,"C","A",0,0,43.11,-1,2.441641,0,0,0.999962,3.9e-05,2e-06,0,-0.0751674949485903
"84",2020-08-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.23,"12/16/2020",0.5,"C","A",0,0,42.74,-1,2.405166,0,0,0.999962,3.9e-05,2e-06,0,-0.0742856508154778
"85",2020-08-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.7,"12/16/2020",0.5,"C","A",0,0,43.21,-1,2.400303,0,0,0.999962,3.9e-05,2e-06,0,-0.0719881922269425
"86",2020-08-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.98,"12/16/2020",0.5,"C","A",0,0,43.49,-1,2.394224,0,0,0.999962,4e-05,2e-06,0,-0.0692813602790533
"87",2020-08-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,44.06,"12/16/2020",0.5,"C","A",0,0,43.56,-1,2.384497,0,0,0.999962,4e-05,2e-06,0,-0.0682366842904969
"88",2020-08-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,44.08,"12/16/2020",0.5,"C","A",0,0,43.58,-1,2.374771,0,0,0.999962,4e-05,2e-06,0,-0.0723626685834724
"89",2020-08-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.3,"12/16/2020",0.5,"C","A",0,0,42.8,-1,2.45623,0,0,0.999936,6.5e-05,5e-06,0,-0.060348885892307
"90",2020-08-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.44,"12/16/2020",0.5,"C","A",0,0,42.94,-1,2.446504,0,0,0.999937,6.5e-05,5e-06,0,-0.0557618618623842
"91",2020-08-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.78,"12/16/2020",0.5,"C","A",0,0,43.28,-1,2.441641,0,0,0.999937,6.6e-05,5e-06,0,-0.0437478058986851
"92",2020-08-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.8,"12/16/2020",0.5,"C","A",0,0,42.3,-1,2.419756,0,0,0.999936,6.5e-05,5e-06,0,-0.0439165614294647
"93",2020-08-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.08,"12/16/2020",0.5,"C","A",0,0,42.58,-1,2.298174,0,0,0.999962,4.1e-05,2e-06,0,-0.0446156067371125
"94",2020-08-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.48,"12/16/2020",0.5,"C","A",0,0,41.99,-1,2.264131,0,0,0.999961,4.1e-05,2e-06,0,-0.0483723451765831
"95",2020-08-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.18,"12/16/2020",0.5,"C","A",0,0,42.69,-1,2.264131,0,0,0.999962,4.1e-05,2e-06,0,-0.0443734562249663
"96",2020-08-05,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,43.31,"12/16/2020",0.5,"C","A",0,0,42.81,-1,2.256836,0,0,0.999962,4.2e-05,2e-06,0,-0.0447470430460633
"97",2020-08-04,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.72,"12/16/2020",0.5,"C","A",0,0,42.23,-1,2.242246,0,0,0.999961,4.2e-05,2e-06,0,-0.0473390825432814
"98",2020-08-03,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.28,"12/16/2020",0.5,"C","A",0,0,41.79,-1,2.346199,0,0,0.999934,6.8e-05,5e-06,0,-0.0478015083192856
"99",2020-07-31,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.49,"12/16/2020",0.5,"C","A",0,0,41.01,-1,2.40395,0,0,0.999904,9.8e-05,7e-06,0,-0.0412638999840083
"100",2020-07-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.19,"12/16/2020",0.5,"C","A",0,0,40.72,-1,2.391792,0,0,0.999903,9.8e-05,7e-06,0,-0.0352761479229936
"101",2020-07-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.25,"12/16/2020",0.5,"C","A",0,0,41.77,-1,2.303037,0,0,0.999934,7e-05,5e-06,0,-0.0348282964120203
"102",2020-07-28,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.95,"12/16/2020",0.5,"C","A",0,0,41.47,-1,2.383281,0,0,0.999905,9.9e-05,7e-06,0,-0.0310689299847803
"103",2020-07-27,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.35,"12/16/2020",0.5,"C","A",0,0,41.87,-1,2.379634,0,0,0.999905,9.9e-05,7e-06,0,-0.0314447352649148
"104",2020-07-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42,"12/16/2020",0.5,"C","A",0,0,41.52,-1,2.351062,0,0,0.999905,1e-04,7e-06,0,-0.0761502782392385
"105",2020-07-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.65,"12/16/2020",0.5,"C","A",0,0,41.18,-1,2.338904,0,0,0.999904,1e-04,7e-06,0,-0.0758111539576042
"106",2020-07-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.39,"12/16/2020",0.5,"C","A",0,0,41.91,-1,2.339512,0,0,0.999905,0.000101,7e-06,0,-0.0759813278540396
"107",2020-07-21,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,42.34,"12/16/2020",0.5,"C","A",0,0,41.87,-1,2.331001,0,0,0.999905,0.000101,7e-06,0,-0.0753197067749418
"108",2020-07-20,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.54,"12/16/2020",0.5,"C","A",0,0,41.08,-1,2.456838,0,0,0.999841,0.000162,1e-05,0,-0.0830346303616658
"109",2020-07-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.42,"12/16/2020",0.5,"C","A",0,0,40.96,-1,2.431306,0,0,0.999841,0.000164,1e-05,0,-0.103678970457555
"110",2020-07-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.51,"12/16/2020",0.5,"C","A",0,0,41.05,-1,2.424011,0,0,0.999841,0.000164,1e-05,0,-0.101319835828919
"111",2020-07-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.91,"12/16/2020",0.5,"C","A",0,0,41.45,-1,2.355317,0,0,0.999874,0.000134,7e-06,0,-0.103320740862541
"112",2020-07-14,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.16,"12/16/2020",0.5,"C","A",0,0,40.71,-1,2.463829,0,0,0.999807,0.000196,1.2e-05,0,-0.109700035782888
"113",2020-07-13,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.93,"12/16/2020",0.5,"C","A",0,0,40.48,-1,2.453191,0,0,0.999806,0.000196,1.2e-05,0,-0.116215441182348
"114",2020-07-10,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.4,"12/16/2020",0.5,"C","A",0,0,40.95,-1,2.435562,0,0,0.999808,0.000199,1.2e-05,0,-0.0953304098450938
"115",2020-07-09,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.57,"12/16/2020",0.5,"C","A",0,0,40.12,-1,2.418236,0,0,0.999805,0.000199,1.2e-05,0,-0.0979023204276761
"116",2020-07-08,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.54,"12/16/2020",0.5,"C","A",0,0,41.09,-1,2.422187,0,0,0.999809,2e-04,1.2e-05,0,-0.09903018612232
"117",2020-07-07,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.17,"12/16/2020",0.5,"C","A",0,0,40.7,-1,2.287839,0,0,0.999872,0.000137,7e-06,0,-0.104666485634994
"118",2020-07-06,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.2,"12/16/2020",0.5,"C","A",0,0,40.75,-1,2.403342,0,0,0.999807,0.000201,1.2e-05,0,-0.110476750773067
"119",2020-07-02,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.18,"12/16/2020",0.5,"C","A",0,0,40.74,-1,2.426747,0,0,0.999774,0.000236,1.2e-05,0,-0.0872905685076487
"120",2020-07-01,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.44,"12/16/2020",0.5,"C","A",0,0,40.02,-1,2.462614,0,0,0.999735,0.00027,1.5e-05,0,-0.0887364053090213
"121",2020-06-30,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.78,"12/16/2020",0.5,"C","A",0,0,39.37,-1,2.339816,0,0,0.999804,0.000201,1.3e-05,0,-0.0947439052635221
"122",2020-06-29,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.28,"12/16/2020",0.5,"C","A",0,0,39.87,-1,2.338904,0,0,0.999806,0.000203,1.2e-05,0,-0.0948153753071392
"123",2020-06-26,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.19,"12/16/2020",0.5,"C","A",0,0,38.79,-1,2.439057,0,0,0.999706,0.000292,1.5e-05,0,-0.0869701930514177
"124",2020-06-25,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.57,"12/16/2020",0.5,"C","A",0,0,39.16,-1,2.4462,0,0,0.999701,0.000301,1.8e-05,0,-0.0933573579214892
"125",2020-06-24,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.87,"12/16/2020",0.5,"C","A",0,0,38.45,-1,2.479027,0,0,0.999656,0.000337,1.8e-05,0,-0.0927692984183059
"126",2020-06-23,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.89,"12/16/2020",0.5,"C","A",0,0,40.45,-1,2.408206,0,0,0.999739,0.000275,1.5e-05,0,-0.0902062643046764
"127",2020-06-22,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,41.18,"12/16/2020",0.5,"C","A",0,0,40.75,-1,2.449543,0,0,0.999708,0.000309,1.5e-05,0,-0.0913157507855717
"128",2020-06-19,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,40.27,"12/16/2020",0.5,"C","A",0,0,0,-1,1.381141,0,0,1,0,0,0,-0.0585215707745115
"129",2020-06-18,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.75,"12/16/2020",0.5,"C","A",0,0,0,-1,1.370351,0,0,1,0,0,0,-0.0612018214766916
"130",2020-06-17,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.06,"12/16/2020",0.5,"C","A",0,0,0,-1,1.380685,0,0,1,0,0,0,-0.0654176572826721
"131",2020-06-16,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,39.69,"12/16/2020",0.5,"C","A",0,0,0,-1,1.349834,0,0,1,0,0,0,-0.0620255306890813
"132",2020-06-15,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,38.64,"12/16/2020",0.5,"C","A",0,0,0,-1,1.152643,0,0,1,0,0,0,-0.0647063023044968
"133",2020-06-12,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.62,"12/16/2020",0.5,"C","A",0,0,0,-1,1.157126,0,0,1,0,0,0,-0.0471804322655969
"134",2020-06-11,"CL","CL","CL/21F.NX","NYMEX",2020-12-21,37.59,"12/16/2020",0.5,"C","A",0,0,0,-1,1.068144,0,0,1,0,0,0,-0.0432867556707483
