"","date","future expiration","adjusted close","expiration","strike","call/put","ask","bid","settlement price","ttm"
"1406",2012-01-19,2012-02-21,100.5,2012-01-25,100.5,"C","N/A","N/A",0,6
"1407",2012-01-19,2012-02-21,100.5,2012-01-24,100.5,"P","N/A","N/A",0,5
"1408",2012-01-19,2012-02-21,100.5,2012-01-24,100.5,"C","N/A","N/A",0,5
"1409",2012-01-19,2012-02-21,100.5,2012-01-23,100.5,"P","N/A","N/A",0,4
"1410",2012-01-19,2012-02-21,100.5,2012-01-23,100.5,"C","N/A","N/A",0,4
"1411",2012-01-19,2012-02-21,100.5,2012-01-20,100.5,"P","N/A","N/A",0,1
"1412",2012-01-19,2012-02-21,100.5,2012-01-20,100.5,"C","N/A","N/A",0,1
"1413",2012-01-19,2012-01-20,100.5,2012-01-19,100.5,"P","N/A","N/A",0,0
"1414",2012-01-19,2012-01-20,100.5,2012-01-19,100.5,"C","N/A","N/A",0,0
"1415",2012-01-20,2012-02-21,98.5,2012-01-31,98.5,"P","N/A","N/A",0,11
"1416",2012-01-20,2012-02-21,98.5,2012-01-31,98.5,"C","N/A","N/A",1.51,11
"1417",2012-01-20,2012-02-21,98.5,2012-01-26,98.5,"P","N/A","N/A",0,6
"1418",2012-01-20,2012-02-21,98.5,2012-01-26,98.5,"C","N/A","N/A",0,6
"1419",2012-01-20,2012-02-21,98.5,2012-01-25,98.5,"P","N/A","N/A",0,5
"1420",2012-01-20,2012-02-21,98.5,2012-01-25,98.5,"C","N/A","N/A",0,5
"1421",2012-01-20,2012-02-21,98.5,2012-01-24,98.5,"P","N/A","N/A",0,4
"1422",2012-01-20,2012-02-21,98.5,2012-01-24,98.5,"C","N/A","N/A",0,4
"1423",2012-01-20,2012-02-21,98.5,2012-01-23,98.5,"P","N/A","N/A",0,3
"1424",2012-01-20,2012-02-21,98.5,2012-01-23,98.5,"C","N/A","N/A",0,3
"1425",2012-01-20,2012-02-21,98.5,2012-01-20,98.5,"P","N/A","N/A",0,0
"1426",2012-01-20,2012-02-21,98.5,2012-01-20,98.5,"C","N/A","N/A",0,0
"1427",2012-01-23,2012-02-21,99.5,2012-01-31,99.5,"P","N/A","N/A",0,8
"1428",2012-01-23,2012-02-21,99.5,2012-01-31,99.5,"C","N/A","N/A",0.96,8
"1429",2012-01-23,2012-02-21,99.5,2012-01-27,99.5,"P","N/A","N/A",0,4
"1430",2012-01-23,2012-02-21,99.5,2012-01-27,99.5,"C","N/A","N/A",0,4
"1431",2012-01-23,2012-02-21,99.5,2012-01-26,99.5,"P","N/A","N/A",0,3
"1432",2012-01-23,2012-02-21,99.5,2012-01-26,99.5,"C","N/A","N/A",0,3
"1433",2012-01-23,2012-02-21,99.5,2012-01-25,99.5,"P","N/A","N/A",0,2
"1434",2012-01-23,2012-02-21,99.5,2012-01-25,99.5,"C","N/A","N/A",0,2
"1435",2012-01-23,2012-02-21,99.5,2012-01-24,99.5,"P","N/A","N/A",0,1
"1436",2012-01-23,2012-02-21,99.5,2012-01-24,99.5,"C","N/A","N/A",0,1
"1437",2012-01-23,2012-02-21,99.5,2012-01-23,99.5,"P","N/A","N/A",0,0
"1438",2012-01-23,2012-02-21,99.5,2012-01-23,99.5,"C","N/A","N/A",0,0
"1439",2012-01-24,2012-02-21,99,2012-01-31,99,"P","N/A","N/A",0.01,7
"1440",2012-01-24,2012-02-21,99,2012-01-31,99,"C","N/A","N/A",1.26,7
"1441",2012-01-24,2012-02-21,99,2012-01-30,99,"P","N/A","N/A",0,6
"1442",2012-01-24,2012-02-21,99,2012-01-30,99,"C","N/A","N/A",0,6
"1443",2012-01-24,2012-02-21,99,2012-01-27,99,"P","N/A","N/A",0,3
"1444",2012-01-24,2012-02-21,99,2012-01-27,99,"C","N/A","N/A",0,3
"1445",2012-01-24,2012-02-21,99,2012-01-26,99,"P","N/A","N/A",0,2
"1446",2012-01-24,2012-02-21,99,2012-01-26,99,"C","N/A","N/A",0,2
"1447",2012-01-24,2012-02-21,99,2012-01-25,99,"P","N/A","N/A",0,1
"1448",2012-01-24,2012-02-21,99,2012-01-25,99,"C","N/A","N/A",0,1
"1449",2012-01-24,2012-02-21,99,2012-01-24,99,"P","N/A","N/A",0,0
"1450",2012-01-24,2012-02-21,99,2012-01-24,99,"C","N/A","N/A",0,0
"1451",2012-01-25,2012-02-21,99.5,2012-01-31,99.5,"P","N/A","N/A",0,6
"1452",2012-01-25,2012-02-21,99.5,2012-01-31,99.5,"C","N/A","N/A",0.87,6
"1453",2012-01-25,2012-02-21,99.5,2012-01-30,99.5,"P","N/A","N/A",0,5
"1454",2012-01-25,2012-02-21,99.5,2012-01-30,99.5,"C","N/A","N/A",0,5
"1455",2012-01-25,2012-02-21,99.5,2012-01-27,99.5,"P","N/A","N/A",0,2
"1456",2012-01-25,2012-02-21,99.5,2012-01-27,99.5,"C","N/A","N/A",0,2
"1457",2012-01-25,2012-02-21,99.5,2012-01-26,99.5,"P","N/A","N/A",0,1
"1458",2012-01-25,2012-02-21,99.5,2012-01-26,99.5,"C","N/A","N/A",0,1
"1459",2012-01-25,2012-02-21,99.5,2012-01-25,99.5,"P","N/A","N/A",0,0
"1460",2012-01-25,2012-02-21,99.5,2012-01-25,99.5,"C","N/A","N/A",0,0
"1461",2012-01-26,2012-02-21,99.5,2012-02-01,99.5,"P","N/A","N/A",0,6
"1462",2012-01-26,2012-02-21,99.5,2012-02-01,99.5,"C","N/A","N/A",0,6
"1463",2012-01-26,2012-02-21,99.5,2012-01-31,99.5,"P","N/A","N/A",0,5
"1464",2012-01-26,2012-02-21,99.5,2012-01-31,99.5,"C","N/A","N/A",0.93,5
"1465",2012-01-26,2012-02-21,99.5,2012-01-30,99.5,"P","N/A","N/A",0,4
"1466",2012-01-26,2012-02-21,99.5,2012-01-30,99.5,"C","N/A","N/A",0,4
"1467",2012-01-26,2012-02-21,99.5,2012-01-27,99.5,"P","N/A","N/A",0,1
"1468",2012-01-26,2012-02-21,99.5,2012-01-27,99.5,"C","N/A","N/A",0,1
"1469",2012-01-26,2012-02-21,99.5,2012-01-26,99.5,"P","N/A","N/A",0,0
"1470",2012-01-26,2012-02-21,99.5,2012-01-26,99.5,"C","N/A","N/A",0,0
"1471",2012-01-27,2012-02-21,99.5,2012-02-02,99.5,"P","N/A","N/A",0,6
"1472",2012-01-27,2012-02-21,99.5,2012-02-02,99.5,"C","N/A","N/A",0,6
"1473",2012-01-27,2012-02-21,99.5,2012-02-01,99.5,"P","N/A","N/A",0,5
"1474",2012-01-27,2012-02-21,99.5,2012-02-01,99.5,"C","N/A","N/A",0,5
"1475",2012-01-27,2012-02-21,99.5,2012-01-31,99.5,"P","N/A","N/A",0,4
"1476",2012-01-27,2012-02-21,99.5,2012-01-31,99.5,"C","N/A","N/A",0.91,4
"1477",2012-01-27,2012-02-21,99.5,2012-01-30,99.5,"P","N/A","N/A",0,3
"1478",2012-01-27,2012-02-21,99.5,2012-01-30,99.5,"C","N/A","N/A",0,3
"1479",2012-01-27,2012-02-21,99.5,2012-01-27,99.5,"P","N/A","N/A",0,0
"1480",2012-01-27,2012-02-21,99.5,2012-01-27,99.5,"C","N/A","N/A",0,0
"1481",2012-01-30,2012-02-21,99,2012-02-03,99,"P","N/A","N/A",0,4
"1482",2012-01-30,2012-02-21,99,2012-02-03,99,"C","N/A","N/A",0,4
"1483",2012-01-30,2012-02-21,99,2012-02-02,99,"P","N/A","N/A",0,3
"1484",2012-01-30,2012-02-21,99,2012-02-02,99,"C","N/A","N/A",0,3
"1485",2012-01-30,2012-02-21,99,2012-02-01,99,"P","N/A","N/A",0,2
"1486",2012-01-30,2012-02-21,99,2012-02-01,99,"C","N/A","N/A",0,2
"1487",2012-01-30,2012-02-21,99,2012-01-31,99,"P","N/A","N/A",0,1
"1488",2012-01-30,2012-02-21,99,2012-01-31,99,"C","N/A","N/A",1.33,1
"1489",2012-01-30,2012-02-21,99,2012-01-30,99,"P","N/A","N/A",0,0
"1490",2012-01-30,2012-02-21,99,2012-01-30,99,"C","N/A","N/A",0,0
"1491",2012-01-31,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",2.23,15
"1492",2012-01-31,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",0,15
"1493",2012-01-31,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",0,15
"1494",2012-01-31,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",2.21,15
"1495",2012-01-31,2012-02-21,98.5,2012-02-06,98.5,"P","N/A","N/A",0,6
"1496",2012-01-31,2012-02-21,98.5,2012-02-06,98.5,"C","N/A","N/A",0,6
"1497",2012-01-31,2012-02-21,98.5,2012-02-03,98.5,"P","N/A","N/A",0,3
"1498",2012-01-31,2012-02-21,98.5,2012-02-03,98.5,"C","N/A","N/A",0,3
"1499",2012-01-31,2012-02-21,98.5,2012-02-02,98.5,"P","N/A","N/A",0,2
"1500",2012-01-31,2012-02-21,98.5,2012-02-02,98.5,"C","N/A","N/A",0,2
"1501",2012-01-31,2012-02-21,98.5,2012-02-01,98.5,"P","N/A","N/A",0,1
"1502",2012-01-31,2012-02-21,98.5,2012-02-01,98.5,"C","N/A","N/A",0,1
"1503",2012-01-31,2012-02-21,98.5,2012-01-31,98.5,"P","N/A","N/A",0.02,0
"1504",2012-01-31,2012-02-21,98.5,2012-01-31,98.5,"C","N/A","N/A",0,0
"1505",2012-02-01,2012-02-21,97.5,2012-02-15,97.5,"P","N/A","N/A",2.03,14
"1506",2012-02-01,2012-02-21,97.5,2012-02-15,97.5,"P","N/A","N/A",0,14
"1507",2012-02-01,2012-02-21,97.5,2012-02-15,97.5,"C","N/A","N/A",0,14
"1508",2012-02-01,2012-02-21,97.5,2012-02-15,97.5,"C","N/A","N/A",2.14,14
"1509",2012-02-01,2012-02-21,97.5,2012-02-07,97.5,"P","N/A","N/A",0,6
"1510",2012-02-01,2012-02-21,97.5,2012-02-07,97.5,"C","N/A","N/A",0,6
"1511",2012-02-01,2012-02-21,97.5,2012-02-06,97.5,"P","N/A","N/A",0,5
"1512",2012-02-01,2012-02-21,97.5,2012-02-06,97.5,"C","N/A","N/A",0,5
"1513",2012-02-01,2012-02-21,97.5,2012-02-03,97.5,"P","N/A","N/A",0,2
"1514",2012-02-01,2012-02-21,97.5,2012-02-03,97.5,"C","N/A","N/A",0,2
"1515",2012-02-01,2012-02-21,97.5,2012-02-02,97.5,"P","N/A","N/A",0,1
"1516",2012-02-01,2012-02-21,97.5,2012-02-02,97.5,"C","N/A","N/A",0,1
"1517",2012-02-01,2012-02-21,97.5,2012-02-01,97.5,"P","N/A","N/A",0,0
"1518",2012-02-01,2012-02-21,97.5,2012-02-01,97.5,"C","N/A","N/A",0,0
"1519",2012-02-02,2012-02-21,96.5,2012-02-15,96.5,"P","N/A","N/A",2.1,13
"1520",2012-02-02,2012-02-21,96.5,2012-02-15,96.5,"P","N/A","N/A",0,13
"1521",2012-02-02,2012-02-21,96.5,2012-02-15,96.5,"C","N/A","N/A",0,13
"1522",2012-02-02,2012-02-21,96.5,2012-02-15,96.5,"C","N/A","N/A",1.96,13
"1523",2012-02-02,2012-02-21,96.5,2012-02-08,96.5,"P","N/A","N/A",0,6
"1524",2012-02-02,2012-02-21,96.5,2012-02-08,96.5,"C","N/A","N/A",0,6
"1525",2012-02-02,2012-02-21,96.5,2012-02-07,96.5,"P","N/A","N/A",0,5
"1526",2012-02-02,2012-02-21,96.5,2012-02-07,96.5,"C","N/A","N/A",0,5
"1527",2012-02-02,2012-02-21,96.5,2012-02-06,96.5,"P","N/A","N/A",0,4
"1528",2012-02-02,2012-02-21,96.5,2012-02-06,96.5,"C","N/A","N/A",0,4
"1529",2012-02-02,2012-02-21,96.5,2012-02-03,96.5,"P","N/A","N/A",0,1
"1530",2012-02-02,2012-02-21,96.5,2012-02-03,96.5,"C","N/A","N/A",0,1
"1531",2012-02-02,2012-02-21,96.5,2012-02-02,96.5,"P","N/A","N/A",0,0
"1532",2012-02-02,2012-02-21,96.5,2012-02-02,96.5,"C","N/A","N/A",0,0
"1533",2012-02-03,2012-02-21,98,2012-02-15,98,"P","N/A","N/A",1.92,12
"1534",2012-02-03,2012-02-21,98,2012-02-15,98,"P","N/A","N/A",0,12
"1535",2012-02-03,2012-02-21,98,2012-02-15,98,"C","N/A","N/A",0,12
"1536",2012-02-03,2012-02-21,98,2012-02-15,98,"C","N/A","N/A",1.76,12
"1537",2012-02-03,2012-02-21,98,2012-02-09,98,"P","N/A","N/A",0,6
"1538",2012-02-03,2012-02-21,98,2012-02-09,98,"C","N/A","N/A",0,6
"1539",2012-02-03,2012-02-21,98,2012-02-08,98,"P","N/A","N/A",0,5
"1540",2012-02-03,2012-02-21,98,2012-02-08,98,"C","N/A","N/A",0,5
"1541",2012-02-03,2012-02-21,98,2012-02-07,98,"P","N/A","N/A",0,4
"1542",2012-02-03,2012-02-21,98,2012-02-07,98,"C","N/A","N/A",0,4
"1543",2012-02-03,2012-02-21,98,2012-02-06,98,"P","N/A","N/A",0,3
"1544",2012-02-03,2012-02-21,98,2012-02-06,98,"C","N/A","N/A",0,3
"1545",2012-02-03,2012-02-21,98,2012-02-03,98,"P","N/A","N/A",0,0
"1546",2012-02-03,2012-02-21,98,2012-02-03,98,"C","N/A","N/A",0,0
"1547",2012-02-06,2012-02-21,97,2012-02-15,97,"P","N/A","N/A",1.68,9
"1548",2012-02-06,2012-02-21,97,2012-02-15,97,"P","N/A","N/A",0,9
"1549",2012-02-06,2012-02-21,97,2012-02-15,97,"C","N/A","N/A",0,9
"1550",2012-02-06,2012-02-21,97,2012-02-15,97,"C","N/A","N/A",1.59,9
"1551",2012-02-06,2012-02-21,97,2012-02-09,97,"P","N/A","N/A",0,3
"1552",2012-02-06,2012-02-21,97,2012-02-09,97,"C","N/A","N/A",0,3
"1553",2012-02-06,2012-02-21,97,2012-02-08,97,"P","N/A","N/A",0,2
"1554",2012-02-06,2012-02-21,97,2012-02-08,97,"C","N/A","N/A",0,2
"1555",2012-02-06,2012-02-21,97,2012-02-07,97,"P","N/A","N/A",0,1
"1556",2012-02-06,2012-02-21,97,2012-02-07,97,"C","N/A","N/A",0,1
"1557",2012-02-06,2012-02-21,97,2012-02-06,97,"P","N/A","N/A",0,0
"1558",2012-02-06,2012-02-21,97,2012-02-06,97,"C","N/A","N/A",0,0
"1559",2012-02-07,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",1.74,8
"1560",2012-02-07,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",0,8
"1561",2012-02-07,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",0,8
"1562",2012-02-07,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",1.65,8
"1563",2012-02-07,2012-02-21,98.5,2012-02-10,98.5,"P","N/A","N/A",0,3
"1564",2012-02-07,2012-02-21,98.5,2012-02-10,98.5,"C","N/A","N/A",0,3
"1565",2012-02-07,2012-02-21,98.5,2012-02-09,98.5,"P","N/A","N/A",0,2
"1566",2012-02-07,2012-02-21,98.5,2012-02-09,98.5,"C","N/A","N/A",0,2
"1567",2012-02-07,2012-02-21,98.5,2012-02-08,98.5,"P","N/A","N/A",0,1
"1568",2012-02-07,2012-02-21,98.5,2012-02-08,98.5,"C","N/A","N/A",0,1
"1569",2012-02-07,2012-02-21,98.5,2012-02-07,98.5,"P","N/A","N/A",0,0
"1570",2012-02-07,2012-02-21,98.5,2012-02-07,98.5,"C","N/A","N/A",0,0
"1571",2012-02-08,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",1.41,7
"1572",2012-02-08,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",0,7
"1573",2012-02-08,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",0,7
"1574",2012-02-08,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",1.62,7
"1575",2012-02-08,2012-02-21,98.5,2012-02-13,98.5,"P","N/A","N/A",0,5
"1576",2012-02-08,2012-02-21,98.5,2012-02-13,98.5,"C","N/A","N/A",0,5
"1577",2012-02-08,2012-02-21,98.5,2012-02-10,98.5,"P","N/A","N/A",0,2
"1578",2012-02-08,2012-02-21,98.5,2012-02-10,98.5,"C","N/A","N/A",0,2
"1579",2012-02-08,2012-02-21,98.5,2012-02-09,98.5,"P","N/A","N/A",0,1
"1580",2012-02-08,2012-02-21,98.5,2012-02-09,98.5,"C","N/A","N/A",0,1
"1581",2012-02-08,2012-02-21,98.5,2012-02-08,98.5,"P","N/A","N/A",0,0
"1582",2012-02-08,2012-02-21,98.5,2012-02-08,98.5,"C","N/A","N/A",0,0
"1583",2012-02-09,2012-02-21,100,2012-02-15,100,"P","N/A","N/A",1.42,6
"1584",2012-02-09,2012-02-21,100,2012-02-15,100,"P","N/A","N/A",1.42,6
"1585",2012-02-09,2012-02-21,100,2012-02-15,100,"C","N/A","N/A",0,6
"1586",2012-02-09,2012-02-21,100,2012-02-15,100,"C","N/A","N/A",1.26,6
"1587",2012-02-09,2012-02-21,100,2012-02-14,100,"P","N/A","N/A",0,5
"1588",2012-02-09,2012-02-21,100,2012-02-14,100,"C","N/A","N/A",0,5
"1589",2012-02-09,2012-02-21,100,2012-02-13,100,"P","N/A","N/A",0,4
"1590",2012-02-09,2012-02-21,100,2012-02-13,100,"C","N/A","N/A",0,4
"1591",2012-02-09,2012-02-21,100,2012-02-10,100,"P","N/A","N/A",0,1
"1592",2012-02-09,2012-02-21,100,2012-02-10,100,"C","N/A","N/A",0,1
"1593",2012-02-09,2012-02-21,100,2012-02-09,100,"P","N/A","N/A",0,0
"1594",2012-02-09,2012-02-21,100,2012-02-09,100,"C","N/A","N/A",0,0
"1595",2012-02-10,2012-02-21,98.5,2012-02-16,98.5,"P","N/A","N/A",0,6
"1596",2012-02-10,2012-02-21,98.5,2012-02-16,98.5,"C","N/A","N/A",0,6
"1597",2012-02-10,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",1.08,5
"1598",2012-02-10,2012-02-21,98.5,2012-02-15,98.5,"P","N/A","N/A",0,5
"1599",2012-02-10,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",0,5
"1600",2012-02-10,2012-02-21,98.5,2012-02-15,98.5,"C","N/A","N/A",1.25,5
"1601",2012-02-10,2012-02-21,98.5,2012-02-14,98.5,"P","N/A","N/A",0,4
"1602",2012-02-10,2012-02-21,98.5,2012-02-14,98.5,"C","N/A","N/A",0,4
"1603",2012-02-10,2012-02-21,98.5,2012-02-13,98.5,"P","N/A","N/A",0,3
"1604",2012-02-10,2012-02-21,98.5,2012-02-13,98.5,"C","N/A","N/A",0,3
"1605",2012-02-10,2012-02-21,98.5,2012-02-10,98.5,"P","N/A","N/A",0,0
"1606",2012-02-10,2012-02-21,98.5,2012-02-10,98.5,"C","N/A","N/A",0,0
"1607",2012-02-13,2012-02-21,101,2012-02-17,101,"P","N/A","N/A",0,4
"1608",2012-02-13,2012-02-21,101,2012-02-17,101,"C","N/A","N/A",0,4
"1609",2012-02-13,2012-02-21,101,2012-02-16,101,"P","N/A","N/A",0,3
"1610",2012-02-13,2012-02-21,101,2012-02-16,101,"C","N/A","N/A",0,3
"1611",2012-02-13,2012-02-21,101,2012-02-15,101,"P","N/A","N/A",0.96,2
"1612",2012-02-13,2012-02-21,101,2012-02-15,101,"P","N/A","N/A",0.96,2
"1613",2012-02-13,2012-02-21,101,2012-02-15,101,"C","N/A","N/A",0,2
"1614",2012-02-13,2012-02-21,101,2012-02-15,101,"C","N/A","N/A",0.87,2
"1615",2012-02-13,2012-02-21,101,2012-02-14,101,"P","N/A","N/A",0,1
"1616",2012-02-13,2012-02-21,101,2012-02-14,101,"C","N/A","N/A",0,1
"1617",2012-02-13,2012-02-21,101,2012-02-13,101,"P","N/A","N/A",0,0
"1618",2012-02-13,2012-02-21,101,2012-02-13,101,"C","N/A","N/A",0,0
"1619",2012-02-14,2012-03-20,101,2012-02-29,101,"P","N/A","N/A",1.44,15
"1620",2012-02-14,2012-03-20,101,2012-02-29,101,"C","N/A","N/A",0.22,15
"1621",2012-02-14,2012-02-21,100.5,2012-02-17,100.5,"P","N/A","N/A",0,3
"1622",2012-02-14,2012-02-21,100.5,2012-02-17,100.5,"C","N/A","N/A",0,3
"1623",2012-02-14,2012-02-21,100.5,2012-02-16,100.5,"P","N/A","N/A",0,2
"1624",2012-02-14,2012-02-21,100.5,2012-02-16,100.5,"C","N/A","N/A",0,2
"1625",2012-02-14,2012-02-21,100.5,2012-02-15,100.5,"P","N/A","N/A",0.5,1
"1626",2012-02-14,2012-02-21,100.5,2012-02-15,100.5,"P","N/A","N/A",0.5,1
"1627",2012-02-14,2012-02-21,100.5,2012-02-15,100.5,"C","N/A","N/A",0.74,1
"1628",2012-02-14,2012-02-21,100.5,2012-02-15,100.5,"C","N/A","N/A",0.74,1
"1629",2012-02-14,2012-02-21,100.5,2012-02-14,100.5,"P","N/A","N/A",0,0
"1630",2012-02-14,2012-02-21,100.5,2012-02-14,100.5,"C","N/A","N/A",0,0
"1631",2012-02-15,2012-03-20,102,2012-02-29,102,"P","N/A","N/A",1.71,14
"1632",2012-02-15,2012-03-20,102,2012-02-29,102,"C","N/A","N/A",0.01,14
"1633",2012-02-15,2012-02-21,102,2012-02-21,102,"P","N/A","N/A",0,6
"1634",2012-02-15,2012-02-21,102,2012-02-21,102,"C","N/A","N/A",0,6
"1635",2012-02-15,2012-02-21,102,2012-02-17,102,"P","N/A","N/A",0,2
"1636",2012-02-15,2012-02-21,102,2012-02-17,102,"C","N/A","N/A",0,2
"1637",2012-02-15,2012-02-21,102,2012-02-16,102,"P","N/A","N/A",0,1
"1638",2012-02-15,2012-02-21,102,2012-02-16,102,"C","N/A","N/A",0,1
"1639",2012-02-15,2012-02-21,102,2012-02-15,102,"P","N/A","N/A",0.2,0
"1640",2012-02-15,2012-02-21,102,2012-02-15,102,"P","N/A","N/A",0,0
"1641",2012-02-15,2012-02-21,102,2012-02-15,102,"C","N/A","N/A",0,0
"1642",2012-02-15,2012-02-21,102,2012-02-15,102,"C","N/A","N/A",0,0
"1643",2012-02-16,2012-03-20,102.5,2012-02-29,102.5,"P","N/A","N/A",0,13
"1644",2012-02-16,2012-03-20,102.5,2012-02-29,102.5,"C","N/A","N/A",0.01,13
"1645",2012-02-16,2012-03-20,102.5,2012-02-22,102.5,"P","N/A","N/A",0,6
"1646",2012-02-16,2012-03-20,102.5,2012-02-22,102.5,"C","N/A","N/A",0,6
"1647",2012-02-16,2012-03-20,102.5,2012-02-21,102.5,"P","N/A","N/A",0,5
"1648",2012-02-16,2012-03-20,102.5,2012-02-21,102.5,"C","N/A","N/A",0,5
"1649",2012-02-16,2012-02-21,102.5,2012-02-17,102.5,"P","N/A","N/A",0,1
"1650",2012-02-16,2012-02-21,102.5,2012-02-17,102.5,"C","N/A","N/A",0,1
"1651",2012-02-16,2012-02-21,102.5,2012-02-16,102.5,"P","N/A","N/A",0.19,0
"1652",2012-02-16,2012-02-21,102.5,2012-02-16,102.5,"C","N/A","N/A",0,0
"1653",2012-02-17,2012-03-20,103.5,2012-02-29,103.5,"P","N/A","N/A",2.59,12
"1654",2012-02-17,2012-03-20,103.5,2012-02-29,103.5,"C","N/A","N/A",0.01,12
"1655",2012-02-17,2012-03-20,103.5,2012-02-22,103.5,"P","N/A","N/A",0,5
"1656",2012-02-17,2012-03-20,103.5,2012-02-22,103.5,"C","N/A","N/A",0,5
"1657",2012-02-17,2012-03-20,103.5,2012-02-21,103.5,"P","N/A","N/A",0,4
"1658",2012-02-17,2012-03-20,103.5,2012-02-21,103.5,"C","N/A","N/A",0,4
"1659",2012-02-17,2012-02-21,103,2012-02-17,103,"P","N/A","N/A",0,0
"1660",2012-02-17,2012-02-21,103,2012-02-17,103,"C","N/A","N/A",0,0
"1661",2012-02-21,2012-03-20,106,2012-02-29,106,"P","N/A","N/A",0,8
"1662",2012-02-21,2012-03-20,106,2012-02-29,106,"C","N/A","N/A",0.01,8
"1663",2012-02-21,2012-03-20,106,2012-02-23,106,"P","N/A","N/A",0,2
"1664",2012-02-21,2012-03-20,106,2012-02-23,106,"C","N/A","N/A",0,2
"1665",2012-02-21,2012-03-20,106,2012-02-22,106,"P","N/A","N/A",0,1
"1666",2012-02-21,2012-03-20,106,2012-02-22,106,"C","N/A","N/A",0,1
"1667",2012-02-21,2012-03-20,106,2012-02-21,106,"P","N/A","N/A",0,0
"1668",2012-02-21,2012-03-20,106,2012-02-21,106,"C","N/A","N/A",0,0
"1669",2012-02-22,2012-03-20,106.5,2012-02-29,106.5,"P","N/A","N/A",4.66,7
"1670",2012-02-22,2012-03-20,106.5,2012-02-29,106.5,"C","N/A","N/A",0.01,7
"1671",2012-02-22,2012-03-20,106.5,2012-02-23,106.5,"P","N/A","N/A",0,1
"1672",2012-02-22,2012-03-20,106.5,2012-02-23,106.5,"C","N/A","N/A",0,1
"1673",2012-02-22,2012-03-20,106.5,2012-02-22,106.5,"P","N/A","N/A",0,0
"1674",2012-02-22,2012-03-20,106.5,2012-02-22,106.5,"C","N/A","N/A",0,0
"1675",2012-02-23,2012-03-20,108,2012-02-29,108,"P","N/A","N/A",0,6
"1676",2012-02-23,2012-03-20,108,2012-02-29,108,"C","N/A","N/A",0.01,6
"1677",2012-02-23,2012-03-20,108,2012-02-28,108,"P","N/A","N/A",0,5
"1678",2012-02-23,2012-03-20,108,2012-02-28,108,"C","N/A","N/A",0,5
"1679",2012-02-23,2012-03-20,108,2012-02-27,108,"P","N/A","N/A",0,4
"1680",2012-02-23,2012-03-20,108,2012-02-27,108,"C","N/A","N/A",0,4
"1681",2012-02-23,2012-03-20,108,2012-02-24,108,"P","N/A","N/A",0,1
"1682",2012-02-23,2012-03-20,108,2012-02-24,108,"C","N/A","N/A",0,1
"1683",2012-02-23,2012-03-20,108,2012-02-23,108,"P","N/A","N/A",0,0
"1684",2012-02-23,2012-03-20,108,2012-02-23,108,"C","N/A","N/A",0,0
"1685",2012-02-24,2012-03-20,110,2012-03-01,110,"P","N/A","N/A",0,6
"1686",2012-02-24,2012-03-20,110,2012-03-01,110,"C","N/A","N/A",0,6
"1687",2012-02-24,2012-03-20,110,2012-02-29,110,"P","N/A","N/A",7.38,5
"1688",2012-02-24,2012-03-20,110,2012-02-29,110,"C","N/A","N/A",0,5
"1689",2012-02-24,2012-03-20,110,2012-02-28,110,"P","N/A","N/A",0,4
"1690",2012-02-24,2012-03-20,110,2012-02-28,110,"C","N/A","N/A",0,4
"1691",2012-02-24,2012-03-20,110,2012-02-27,110,"P","N/A","N/A",0,3
"1692",2012-02-24,2012-03-20,110,2012-02-27,110,"C","N/A","N/A",0,3
"1693",2012-02-27,2012-03-20,108.5,2012-03-02,108.5,"P","N/A","N/A",0,4
"1694",2012-02-27,2012-03-20,108.5,2012-03-02,108.5,"C","N/A","N/A",0,4
"1695",2012-02-27,2012-03-20,108.5,2012-03-01,108.5,"P","N/A","N/A",0,3
"1696",2012-02-27,2012-03-20,108.5,2012-03-01,108.5,"C","N/A","N/A",0,3
"1697",2012-02-27,2012-03-20,108.5,2012-02-29,108.5,"P","N/A","N/A",6.06,2
"1698",2012-02-27,2012-03-20,108.5,2012-02-29,108.5,"C","N/A","N/A",0,2
"1699",2012-02-27,2012-03-20,108.5,2012-02-28,108.5,"P","N/A","N/A",0,1
"1700",2012-02-27,2012-03-20,108.5,2012-02-28,108.5,"C","N/A","N/A",0,1
"1701",2012-02-27,2012-03-20,108.5,2012-02-27,108.5,"P","N/A","N/A",0,0
"1702",2012-02-27,2012-03-20,108.5,2012-02-27,108.5,"C","N/A","N/A",0,0
"1703",2012-02-28,2012-03-20,106.5,2012-03-05,106.5,"P","N/A","N/A",0,6
