"","date","future expiration","adjusted close","expiration","strike","call/put","ask","bid","settlement price","ttm"
"3910",2014-05-08,2014-06-20,99.5,2014-05-23,99.5,"C","N/A","N/A",1.32,15
"3911",2014-05-08,2014-06-20,99.5,2014-05-16,99.5,"P","N/A","N/A",0.95,8
"3912",2014-05-08,2014-06-20,99.5,2014-05-16,99.5,"C","N/A","N/A",1.09,8
"3913",2014-05-08,2014-05-20,100.5,2014-05-15,100.5,"P","N/A","N/A",1.02,7
"3914",2014-05-08,2014-05-20,100.5,2014-05-15,100.5,"P","N/A","N/A",1.15,7
"3915",2014-05-08,2014-05-20,100.5,2014-05-15,100.5,"C","N/A","N/A",0.91,7
"3916",2014-05-08,2014-05-20,100.5,2014-05-15,100.5,"C","N/A","N/A",0.78,7
"3917",2014-05-08,2014-05-20,100.5,2014-05-09,100.5,"P","N/A","N/A",0.53,1
"3918",2014-05-08,2014-05-20,100.5,2014-05-09,100.5,"C","N/A","N/A",0.29,1
"3919",2014-05-09,2014-06-20,99.5,2014-05-23,99.5,"P","N/A","N/A",1.33,14
"3920",2014-05-09,2014-06-20,99.5,2014-05-23,99.5,"C","N/A","N/A",1.14,14
"3921",2014-05-09,2014-06-20,99.5,2014-05-16,99.5,"P","N/A","N/A",0.98,7
"3922",2014-05-09,2014-06-20,99.5,2014-05-16,99.5,"C","N/A","N/A",0.88,7
"3923",2014-05-09,2014-05-20,100,2014-05-15,100,"P","N/A","N/A",0.81,6
"3924",2014-05-09,2014-05-20,100,2014-05-15,100,"P","N/A","N/A",0.81,6
"3925",2014-05-09,2014-05-20,100,2014-05-15,100,"C","N/A","N/A",0.8,6
"3926",2014-05-09,2014-05-20,100,2014-05-15,100,"C","N/A","N/A",0.8,6
"3927",2014-05-09,2014-05-20,100,2014-05-09,100,"P","N/A","N/A",0.01,0
"3928",2014-05-09,2014-05-20,100,2014-05-09,100,"C","N/A","N/A",0,0
"3929",2014-05-12,2014-06-20,100,2014-05-23,100,"P","N/A","N/A",1.27,11
"3930",2014-05-12,2014-06-20,100,2014-05-23,100,"C","N/A","N/A",1.21,11
"3931",2014-05-12,2014-06-20,100,2014-05-16,100,"P","N/A","N/A",0.76,4
"3932",2014-05-12,2014-06-20,100,2014-05-16,100,"C","N/A","N/A",0.7,4
"3933",2014-05-12,2014-05-20,100.5,2014-05-15,100.5,"P","N/A","N/A",0.6,3
"3934",2014-05-12,2014-05-20,100.5,2014-05-15,100.5,"P","N/A","N/A",0.6,3
"3935",2014-05-12,2014-05-20,100.5,2014-05-15,100.5,"C","N/A","N/A",0.69,3
"3936",2014-05-12,2014-05-20,100.5,2014-05-15,100.5,"C","N/A","N/A",0.69,3
"3937",2014-05-13,2014-06-20,101,2014-05-23,101,"P","N/A","N/A",1.08,10
"3938",2014-05-13,2014-06-20,101,2014-05-23,101,"C","N/A","N/A",1.13,10
"3939",2014-05-13,2014-06-20,101,2014-05-16,101,"P","N/A","N/A",0.71,3
"3940",2014-05-13,2014-06-20,101,2014-05-16,101,"C","N/A","N/A",0.67,3
"3941",2014-05-13,2014-05-20,101.5,2014-05-15,101.5,"P","N/A","N/A",0.47,2
"3942",2014-05-13,2014-05-20,101.5,2014-05-15,101.5,"P","N/A","N/A",0.52,2
"3943",2014-05-13,2014-05-20,101.5,2014-05-15,101.5,"C","N/A","N/A",0.72,2
"3944",2014-05-13,2014-05-20,101.5,2014-05-15,101.5,"C","N/A","N/A",0.67,2
"3945",2014-05-14,2014-06-20,101.5,2014-05-23,101.5,"P","N/A","N/A",0.89,9
"3946",2014-05-14,2014-06-20,101.5,2014-05-23,101.5,"C","N/A","N/A",1.13,9
"3947",2014-05-14,2014-06-20,101.5,2014-05-16,101.5,"P","N/A","N/A",0.4,2
"3948",2014-05-14,2014-06-20,101.5,2014-05-16,101.5,"C","N/A","N/A",0.64,2
"3949",2014-05-14,2014-05-20,102.5,2014-05-15,102.5,"P","N/A","N/A",0.45,1
"3950",2014-05-14,2014-05-20,102.5,2014-05-15,102.5,"P","N/A","N/A",0.67,1
"3951",2014-05-14,2014-05-20,102.5,2014-05-15,102.5,"C","N/A","N/A",0.54,1
"3952",2014-05-14,2014-05-20,102.5,2014-05-15,102.5,"C","N/A","N/A",0.32,1
"3953",2014-05-15,2014-06-20,101,2014-05-30,101,"P","N/A","N/A",1.26,15
"3954",2014-05-15,2014-06-20,101,2014-05-30,101,"P","N/A","N/A",0,15
"3955",2014-05-15,2014-06-20,101,2014-05-30,101,"C","N/A","N/A",0.16,15
"3956",2014-05-15,2014-06-20,101,2014-05-30,101,"C","N/A","N/A",1.39,15
"3957",2014-05-15,2014-06-20,101,2014-05-23,101,"P","N/A","N/A",0.95,8
"3958",2014-05-15,2014-06-20,101,2014-05-23,101,"C","N/A","N/A",1.08,8
"3959",2014-05-15,2014-06-20,101,2014-05-16,101,"P","N/A","N/A",0.28,1
"3960",2014-05-15,2014-06-20,101,2014-05-16,101,"C","N/A","N/A",0.41,1
"3961",2014-05-15,2014-05-20,101.5,2014-05-15,101.5,"P","N/A","N/A",0,0
"3962",2014-05-15,2014-05-20,101.5,2014-05-15,101.5,"P","N/A","N/A",0,0
"3963",2014-05-15,2014-05-20,101.5,2014-05-15,101.5,"C","N/A","N/A",0,0
"3964",2014-05-15,2014-05-20,101.5,2014-05-15,101.5,"C","N/A","N/A",0,0
"3965",2014-05-16,2014-06-20,101.5,2014-05-30,101.5,"P","N/A","N/A",0,14
"3966",2014-05-16,2014-06-20,101.5,2014-05-30,101.5,"P","N/A","N/A",1.2,14
"3967",2014-05-16,2014-06-20,101.5,2014-05-30,101.5,"C","N/A","N/A",1.28,14
"3968",2014-05-16,2014-06-20,101.5,2014-05-30,101.5,"C","N/A","N/A",0.05,14
"3969",2014-05-16,2014-06-20,101.5,2014-05-23,101.5,"P","N/A","N/A",0.75,7
"3970",2014-05-16,2014-06-20,101.5,2014-05-23,101.5,"C","N/A","N/A",0.83,7
"3971",2014-05-16,2014-06-20,101.5,2014-05-16,101.5,"P","N/A","N/A",0,0
"3972",2014-05-16,2014-06-20,101.5,2014-05-16,101.5,"C","N/A","N/A",0.08,0
"3973",2014-05-19,2014-06-20,102,2014-05-30,102,"P","N/A","N/A",0,11
"3974",2014-05-19,2014-06-20,102,2014-05-30,102,"P","N/A","N/A",1.09,11
"3975",2014-05-19,2014-06-20,102,2014-05-30,102,"C","N/A","N/A",1.2,11
"3976",2014-05-19,2014-06-20,102,2014-05-30,102,"C","N/A","N/A",0.01,11
"3977",2014-05-19,2014-06-20,102,2014-05-23,102,"P","N/A","N/A",0.64,4
"3978",2014-05-19,2014-06-20,102,2014-05-23,102,"C","N/A","N/A",0.85,4
"3979",2014-05-20,2014-06-20,102.5,2014-05-30,102.5,"P","N/A","N/A",0,10
"3980",2014-05-20,2014-06-20,102.5,2014-05-30,102.5,"P","N/A","N/A",1.16,10
"3981",2014-05-20,2014-06-20,102.5,2014-05-30,102.5,"C","N/A","N/A",0.99,10
"3982",2014-05-20,2014-06-20,102.5,2014-05-30,102.5,"C","N/A","N/A",0.01,10
"3983",2014-05-20,2014-06-20,102.5,2014-05-23,102.5,"P","N/A","N/A",0.71,3
"3984",2014-05-20,2014-06-20,102.5,2014-05-23,102.5,"C","N/A","N/A",0.54,3
"3985",2014-05-21,2014-06-20,104,2014-05-30,104,"P","N/A","N/A",0,9
"3986",2014-05-21,2014-06-20,104,2014-05-30,104,"P","N/A","N/A",0.99,9
"3987",2014-05-21,2014-06-20,104,2014-05-30,104,"C","N/A","N/A",1.06,9
"3988",2014-05-21,2014-06-20,104,2014-05-30,104,"C","N/A","N/A",0.01,9
"3989",2014-05-21,2014-06-20,104,2014-05-23,104,"P","N/A","N/A",0.52,2
"3990",2014-05-21,2014-06-20,104,2014-05-23,104,"C","N/A","N/A",0.59,2
"3991",2014-05-22,2014-06-20,103.5,2014-06-06,103.5,"P","1.15","0.96",1.18,15
"3992",2014-05-22,2014-06-20,103.5,2014-06-06,103.5,"C","1.43","1.2",1.33,15
"3993",2014-05-22,2014-06-20,103.5,2014-05-30,103.5,"P","0.81","0.62",0.86,8
"3994",2014-05-22,2014-06-20,103.5,2014-05-30,103.5,"C","1.09","0.86",1.1,8
"3995",2014-05-27,2014-06-20,104,2014-06-06,104,"P","1.03","0.83",1.08,10
"3996",2014-05-27,2014-06-20,104,2014-06-06,104,"C","1.2","0.98",1.1,10
"3997",2014-05-27,2014-06-20,104,2014-05-30,104,"P","0.62","0.42",0.6,3
"3998",2014-05-27,2014-06-20,104,2014-05-30,104,"C","0.81","0.58",0.71,3
"3999",2014-05-28,2014-06-20,102.5,2014-06-06,102.5,"P","0.78","0.62",0.97,9
"4000",2014-05-28,2014-06-20,102.5,2014-06-06,102.5,"C","1.37","1.18",1.19,9
"4001",2014-05-28,2014-06-20,102.5,2014-05-30,102.5,"P","0.35","0.19",0.56,2
"4002",2014-05-28,2014-06-20,102.5,2014-05-30,102.5,"C","0.94","0.74",0.66,2
"4003",2014-05-30,2014-06-20,102.5,2014-05-30,102.5,"P","0.01","0",0,0
"4004",2014-06-02,2014-06-20,102.5,2014-06-17,102.5,"P","1.21","1.14",1.19,15
"4005",2014-06-02,2014-06-20,102.5,2014-06-17,102.5,"C","1.15","1.08",1.16,15
"4006",2014-06-02,2014-06-20,102.5,2014-06-13,102.5,"P","1.17","0.95",1.09,11
"4007",2014-06-02,2014-06-20,102.5,2014-06-13,102.5,"C","1.11","0.91",1.06,11
"4008",2014-06-02,2014-06-20,102.5,2014-06-06,102.5,"P","0.81","0.59",0.72,4
"4009",2014-06-02,2014-06-20,102.5,2014-06-06,102.5,"C","0.75","0.54",0.78,4
"4010",2014-06-03,2014-06-20,102.5,2014-06-17,102.5,"P","1","0.86",1.02,14
"4011",2014-06-03,2014-06-20,102.5,2014-06-17,102.5,"C","1.34","1.22",1.18,14
"4012",2014-06-03,2014-06-20,102.5,2014-06-13,102.5,"P","0.91","0.71",0.93,10
"4013",2014-06-03,2014-06-20,102.5,2014-06-13,102.5,"C","1.25","1.02",1.09,10
"4014",2014-06-03,2014-06-20,102.5,2014-06-06,102.5,"P","0.52","0.32",0.52,3
"4015",2014-06-03,2014-06-20,102.5,2014-06-06,102.5,"C","0.86","0.63",0.68,3
"4016",2014-06-05,2014-07-22,102,2014-06-20,102,"P","1.33","1.08",1.39,15
"4017",2014-06-05,2014-07-22,102,2014-06-20,102,"C","1.08","0.87",1.2,15
"4018",2014-06-05,2014-06-20,102.5,2014-06-17,102.5,"P","1.01","0.94",0.99,12
"4019",2014-06-05,2014-06-20,102.5,2014-06-17,102.5,"C","1.01","0.86",0.97,12
"4020",2014-06-05,2014-06-20,102.5,2014-06-13,102.5,"P","0.95","0.72",0.88,8
"4021",2014-06-05,2014-06-20,102.5,2014-06-13,102.5,"C","0.89","0.68",0.86,8
"4022",2014-06-05,2014-06-20,102.5,2014-06-06,102.5,"P","0.46","0.23",0.33,1
"4023",2014-06-05,2014-06-20,102.5,2014-06-06,102.5,"C","0.39","0.19",0.31,1
"4024",2014-06-09,2014-07-22,103.5,2014-06-20,103.5,"P","1.05","0.79",1.14,11
"4025",2014-06-09,2014-07-22,103.5,2014-06-20,103.5,"C","1.26","0.96",1.23,11
"4026",2014-06-09,2014-06-20,104.5,2014-06-17,104.5,"P","0.92","0.77",0.9,8
"4027",2014-06-09,2014-06-20,104.5,2014-06-17,104.5,"C","0.96","0.86",0.81,8
"4028",2014-06-09,2014-06-20,104.5,2014-06-13,104.5,"P","0.78","0.53",0.87,4
"4029",2014-06-09,2014-06-20,104.5,2014-06-13,104.5,"C","0.84","0.55",0.63,4
"4030",2014-06-10,2014-07-22,103.5,2014-06-20,103.5,"P","1.12","0.89",0.98,10
"4031",2014-06-10,2014-07-22,103.5,2014-06-20,103.5,"C","1.04","0.83",1.01,10
"4032",2014-06-10,2014-06-20,104.5,2014-06-17,104.5,"P","1.01","0.78",0.88,7
"4033",2014-06-10,2014-06-20,104.5,2014-06-17,104.5,"C","0.79","0.59",0.73,7
"4034",2014-06-10,2014-06-20,104.5,2014-06-13,104.5,"P","0.84","0.61",0.75,3
"4035",2014-06-10,2014-06-20,104.5,2014-06-13,104.5,"C","0.62","0.42",0.53,3
"4036",2014-06-11,2014-07-22,103.5,2014-06-20,103.5,"P","0.86","0.72",0.86,9
"4037",2014-06-11,2014-07-22,103.5,2014-06-20,103.5,"C","1.09","0.92",1.04,9
"4038",2014-06-11,2014-06-20,104.5,2014-06-17,104.5,"P","0.77","0.63",0.75,6
"4039",2014-06-11,2014-06-20,104.5,2014-06-17,104.5,"C","0.76","0.62",0.65,6
"4040",2014-06-11,2014-06-20,104.5,2014-06-13,104.5,"P","0.56","0.4",0.65,2
"4041",2014-06-11,2014-06-20,104.5,2014-06-13,104.5,"C","0.54","0.4",0.44,2
"4042",2014-06-12,2014-06-20,106.5,2014-06-17,106.5,"C","3.6","1.15",0.94,5
"4043",2014-06-13,2014-06-20,107,2014-06-17,107,"C","0.75","0.54",0.72,4
"4044",2014-06-16,2014-06-20,107,2014-06-17,107,"P","0.7","0.38",0.47,1
"4045",2014-06-16,2014-06-20,107,2014-06-17,107,"C","0.3","0.2",0.37,1
"4046",2014-06-17,2014-06-20,106.5,2014-06-17,106.5,"P","0.5","0.1",0.14,0
"4047",2014-06-17,2014-06-20,106.5,2014-06-17,106.5,"C","0.06","0",0,0
"4048",2014-06-18,2014-07-22,105.5,2014-07-03,105.5,"P","1.21","0",1.26,15
"4049",2014-06-23,2014-07-22,106,2014-06-27,106,"P","0.85","0",0.67,4
"4050",2014-06-27,2014-07-22,105.5,2014-07-03,105.5,"C","1.31","0",0.86,6
"4051",2014-06-27,2014-07-22,105.5,2014-06-27,105.5,"P","0.16","0",0,0
"4052",2014-07-01,2014-07-22,105.5,2014-07-03,105.5,"C","0.99","0",0.42,2
"4053",2014-07-02,2014-07-22,104.5,2014-07-17,104.5,"P","1.26","1.19",1.1,15
"4054",2014-07-02,2014-07-22,104.5,2014-07-17,104.5,"C","0.98","0.92",1.08,15
"4055",2014-07-02,2014-07-22,104.5,2014-07-11,104.5,"P","1.06","0.87",0.86,9
"4056",2014-07-02,2014-07-22,104.5,2014-07-11,104.5,"C","0.77","0.61",0.84,9
"4057",2014-07-02,2014-07-22,104.5,2014-07-03,104.5,"P","0.53","0.41",0.34,1
"4058",2014-07-02,2014-07-22,104.5,2014-07-03,104.5,"C","0.25","0.14",0.32,1
"4059",2014-07-03,2014-07-22,104,2014-07-17,104,"P","1.5","0.7",0.98,14
"4060",2014-07-03,2014-07-22,104,2014-07-17,104,"C","1.25","0.15",1.04,14
"4061",2014-07-07,2014-07-22,103.5,2014-07-17,103.5,"P","2","0.13",0.92,10
"4062",2014-07-08,2014-07-22,103.5,2014-07-17,103.5,"P","0.95","0.88",0.94,9
"4063",2014-07-08,2014-07-22,103.5,2014-07-17,103.5,"C","0.92","0.84",0.84,9
"4064",2014-07-09,2014-07-22,102.5,2014-07-17,102.5,"P","1.28","1.1",0.98,8
"4065",2014-07-09,2014-07-22,102.5,2014-07-17,102.5,"C","0.7","0.56",0.77,8
"4066",2014-07-10,2014-07-22,103,2014-07-17,103,"P","0.87","0.8",0.82,7
"4067",2014-07-10,2014-07-22,103,2014-07-17,103,"C","0.75","0.68",0.75,7
"4068",2014-07-11,2014-07-22,101,2014-07-17,101,"C","0.59","0.5",0.74,6
"4069",2014-07-14,2014-07-22,101,2014-07-17,101,"P","0.7","0.55",0.7,3
"4070",2014-07-14,2014-07-22,101,2014-07-17,101,"C","0.75","0.54",0.61,3
"4071",2014-07-15,2014-07-22,100,2014-07-17,100,"P","0.51","0.41",0.54,2
"4072",2014-07-15,2014-07-22,100,2014-07-17,100,"C","0.73","0.55",0.5,2
"4073",2014-07-16,2014-07-22,101,2014-07-17,101,"P","0.15","0.11",0.24,1
"4074",2014-07-16,2014-07-22,101,2014-07-17,101,"C","0.7","0.6",0.44,1
"4075",2014-07-17,2014-08-20,102,2014-07-25,102,"P","1.13","0",0.93,8
"4076",2014-07-17,2014-07-22,103,2014-07-17,103,"P","0.06","0.03",0,0
"4077",2014-07-17,2014-07-22,103,2014-07-17,103,"C","0.35","0.01",0.19,0
"4078",2014-07-18,2014-08-20,102,2014-07-25,102,"C","0.96","0",0.84,7
"4079",2014-07-24,2014-08-20,102,2014-07-25,102,"C","0.37","0",0.38,1
"4080",2014-07-28,2014-08-20,101.5,2014-08-08,101.5,"C","1.27","0.97",1.26,11
"4081",2014-07-28,2014-08-20,101.5,2014-08-01,101.5,"C","0.88","0.63",0.82,4
"4082",2014-07-29,2014-08-20,101,2014-08-01,101,"P","0.69","0",0.65,3
"4083",2014-07-29,2014-08-20,101,2014-08-01,101,"C","1.32","0",0.62,3
"4084",2014-07-30,2014-08-20,100.5,2014-08-01,100.5,"C","50","0",0.44,2
"4085",2014-07-31,2014-08-20,98,2014-08-15,98,"P","1.64","1.55",1.32,15
"4086",2014-07-31,2014-08-20,98,2014-08-15,98,"C","1.29","1.2",1.49,15
"4087",2014-08-01,2014-08-20,98,2014-08-15,98,"P","2","1.22",1.35,14
"4088",2014-08-01,2014-08-20,98,2014-08-15,98,"C","1.16","1.05",1.23,14
"4089",2014-08-01,2014-08-20,98,2014-08-01,98,"C","0.39","0",0,0
"4090",2014-08-04,2014-08-20,98.5,2014-08-15,98.5,"P","1.23","1.14",1.26,11
"4091",2014-08-04,2014-08-20,98.5,2014-08-15,98.5,"C","1.12","1.04",1.05,11
"4092",2014-08-05,2014-08-20,97.5,2014-08-15,97.5,"P","1.27","0.96",1.2,10
"4093",2014-08-05,2014-08-20,97.5,2014-08-15,97.5,"C","1.4","1.08",1.08,10
"4094",2014-08-06,2014-08-20,97,2014-08-15,97,"P","1.5","0.14",1.1,9
"4095",2014-08-06,2014-08-20,97,2014-08-15,97,"C","1","0.9",1.02,9
"4096",2014-08-07,2014-08-20,97.5,2014-08-15,97.5,"P","1","0.89",1.06,8
"4097",2014-08-07,2014-08-20,97.5,2014-08-15,97.5,"C","1.12","1.01",0.9,8
"4098",2014-08-07,2014-08-20,97.5,2014-08-08,97.5,"C","0.57","0.32",0.32,1
"4099",2014-08-07,2014-09-22,96.5,2014-08-22,96.5,"P","1.22","0.99",1.22,15
"4100",2014-08-07,2014-09-22,96.5,2014-08-22,96.5,"C","1.71","1.46",1.41,15
"4101",2014-08-11,2014-08-20,98,2014-08-15,98,"C","0.69","0.62",0.78,4
"4102",2014-08-11,2014-09-22,97,2014-08-22,97,"P","1.15","1.04",1,11
"4103",2014-08-12,2014-08-20,97.5,2014-08-15,97.5,"P","0.87","0.78",0.72,3
"4104",2014-08-12,2014-08-20,97.5,2014-08-15,97.5,"C","0.53","0.48",0.59,3
"4105",2014-08-12,2014-09-22,96.5,2014-08-22,96.5,"C","1.05","0.76",1.03,10
"4106",2014-08-13,2014-08-20,97.5,2014-08-15,97.5,"P","0.69","0.63",0.54,2
"4107",2014-08-13,2014-08-20,97.5,2014-08-15,97.5,"C","0.52","0.46",0.63,2
"4108",2014-08-13,2014-09-22,96.5,2014-08-22,96.5,"P","1.09","0.95",0.88,9
"4109",2014-08-13,2014-09-22,96.5,2014-08-22,96.5,"C","0.97","0.89",1.12,9
"4110",2014-08-14,2014-08-20,95.5,2014-08-15,95.5,"P","0.45","0.38",0.41,1
"4111",2014-08-14,2014-08-20,95.5,2014-08-15,95.5,"C","0.47","0.39",0.49,1
"4112",2014-08-15,2014-08-20,97.5,2014-08-15,97.5,"P","0.53","0",0.15,0
"4113",2014-08-15,2014-08-20,97.5,2014-08-15,97.5,"C","0.14","0.01",0,0
"4114",2014-08-19,2014-09-22,93,2014-08-22,93,"C","0.69","0",0.61,3
"4115",2014-08-21,2014-09-22,94,2014-08-22,94,"P","0.42","0",0.38,1
"4116",2014-08-21,2014-09-22,94,2014-08-22,94,"C","1.41","0.26",0.34,1
"4117",2014-08-25,2014-09-22,93.5,2014-08-29,93.5,"C","0.81","0",0.61,4
"4118",2014-08-27,2014-09-22,94,2014-08-29,94,"C","0.51","0",0.43,2
"4119",2014-08-29,2014-09-22,96,2014-09-05,96,"P","1.46","0",0.73,7
"4120",2014-08-29,2014-09-22,96,2014-08-29,96,"C","0.04","0",0,0
"4121",2014-09-02,2014-09-22,93,2014-09-17,93,"P","1.12","1.05",1.3,15
"4122",2014-09-02,2014-09-22,93,2014-09-17,93,"C","1.39","1.27",1.18,15
"4123",2014-09-02,2014-09-22,93,2014-09-05,93,"P","0.82","0.42",0.71,3
"4124",2014-09-02,2014-09-22,93,2014-09-05,93,"C","0.81","0",0.59,3
"4125",2014-09-03,2014-09-22,95.5,2014-09-17,95.5,"C","1.08","0.05",1.28,14
"4126",2014-09-03,2014-09-22,95.5,2014-09-05,95.5,"P","1.81","0",0.55,2
"4127",2014-09-04,2014-09-22,94.5,2014-09-17,94.5,"P","1.5","0.2",1.25,13
"4128",2014-09-04,2014-09-22,94.5,2014-09-17,94.5,"C","1.67","0",1.2,13
"4129",2014-09-04,2014-09-22,94.5,2014-09-05,94.5,"P","0.81","0",0.43,1
"4130",2014-09-05,2014-09-22,93.5,2014-09-17,93.5,"P","1.17","1.07",1.23,12
"4131",2014-09-05,2014-09-22,93.5,2014-09-17,93.5,"C","1.17","1.01",1.02,12
"4132",2014-09-05,2014-09-22,93.5,2014-09-05,93.5,"C","0.01","0",0,0
"4133",2014-09-08,2014-09-22,92.5,2014-09-17,92.5,"P","0.84","0.79",0.99,9
"4134",2014-09-08,2014-09-22,92.5,2014-09-17,92.5,"C","1.49","1.38",1.15,9
"4135",2014-09-09,2014-10-21,92,2014-09-19,92,"C","1.14","0.85",1.11,10
"4136",2014-09-09,2014-09-22,93,2014-09-17,93,"P","1.18","1.09",1.14,8
"4137",2014-09-09,2014-09-22,93,2014-09-17,93,"C","0.91","0.86",0.89,8
"4138",2014-09-09,2014-09-22,93,2014-09-12,93,"P","0.89","0",0.86,3
"4139",2014-09-09,2014-09-22,93,2014-09-12,93,"C","0.6","0.55",0.61,3
"4140",2014-09-10,2014-09-22,91.5,2014-09-17,91.5,"P","0.89","0.83",0.89,7
"4141",2014-09-10,2014-09-22,91.5,2014-09-17,91.5,"C","1.12","1.03",1.06,7
"4142",2014-09-10,2014-09-22,91.5,2014-09-12,91.5,"P","0.54","0.46",0.55,2
"4143",2014-09-11,2014-09-22,93,2014-09-17,93,"P","0.95","0.83",0.99,6
"4144",2014-09-11,2014-09-22,93,2014-09-17,93,"C","1","0.88",0.82,6
"4145",2014-09-12,2014-09-22,92.5,2014-09-17,92.5,"P","1","0.44",0.9,5
"4146",2014-09-12,2014-09-22,92.5,2014-09-17,92.5,"C","0.63","0.54",0.67,5
"4147",2014-09-15,2014-10-21,92,2014-09-19,92,"P","2.06","0",0.86,4
"4148",2014-09-15,2014-10-21,92,2014-09-19,92,"C","0.97","0.07",0.85,4
"4149",2014-09-15,2014-09-22,93,2014-09-17,93,"P","0.77","0.69",0.69,2
"4150",2014-09-15,2014-09-22,93,2014-09-17,93,"C","0.58","0.51",0.61,2
"4151",2014-09-16,2014-10-21,94,2014-09-19,94,"P","0.96","0",0.83,3
"4152",2014-09-16,2014-10-21,94,2014-09-19,94,"C","1","0",0.64,3
"4153",2014-09-16,2014-09-22,95,2014-09-17,95,"P","0.66","0.55",0.52,1
"4154",2014-09-16,2014-09-22,95,2014-09-17,95,"C","0.36","0.29",0.4,1
"4155",2014-09-17,2014-09-22,94.5,2014-09-17,94.5,"P","0.21","0",0.08,0
"4156",2014-09-17,2014-09-22,94.5,2014-09-17,94.5,"C","0.24","0.02",0,0
"4157",2014-09-18,2014-10-21,92,2014-09-26,92,"C","1.04","0",0.92,8
"4158",2014-09-18,2014-10-21,92,2014-09-19,92,"C","0.81","0",0.37,1
"4159",2014-09-19,2014-10-21,91.5,2014-10-03,91.5,"C","1.45","0",1.38,14
"4160",2014-09-19,2014-10-21,91.5,2014-09-26,91.5,"C","1.11","0",0.94,7
"4161",2014-09-22,2014-10-21,91,2014-10-03,91,"C","1.19","0",0.71,11
"4162",2014-09-23,2014-10-21,91.5,2014-10-03,91.5,"P","1.18","1.02",1.15,10
"4163",2014-09-23,2014-10-21,91.5,2014-10-03,91.5,"C","1.39","1.22",1.21,10
"4164",2014-09-23,2014-10-21,91.5,2014-09-26,91.5,"P","0.71","0.55",0.71,3
"4165",2014-09-24,2014-10-21,93,2014-10-03,93,"C","1.04","0.96",0.97,9
"4166",2014-09-24,2014-10-21,93,2014-09-26,93,"P","0.66","0",0.69,2
"4167",2014-09-24,2014-10-21,93,2014-09-26,93,"C","0.52","0.45",0.49,2
"4168",2014-09-26,2014-10-21,93.5,2014-09-26,93.5,"P","0.51","0",0,0
"4169",2014-09-29,2014-10-21,94.5,2014-10-10,94.5,"P","1.69","0",1.16,11
"4170",2014-10-01,2014-10-21,90.5,2014-10-16,90.5,"P","1.49","1.39",1.45,15
"4171",2014-10-01,2014-10-21,90.5,2014-10-16,90.5,"C","1.7","1.57",1.68,15
"4172",2014-10-01,2014-10-21,90.5,2014-10-03,90.5,"C","0.89","0",0.83,2
"4173",2014-10-02,2014-10-21,91,2014-10-16,91,"P","1.43","1.36",1.58,14
"4174",2014-10-02,2014-10-21,91,2014-10-16,91,"C","2.53","1.1",1.59,14
"4175",2014-10-02,2014-10-21,91,2014-10-10,91,"P","1.09","0",1.22,8
"4176",2014-10-03,2014-10-21,89.5,2014-10-16,89.5,"P","9.4","1.4",1.49,13
"4177",2014-10-03,2014-10-21,89.5,2014-10-16,89.5,"C","1.76","0",1.73,13
"4178",2014-10-06,2014-11-20,89.5,2014-10-17,89.5,"P","1.83","0",1.71,11
"4179",2014-10-06,2014-10-21,90.5,2014-10-16,90.5,"P","1.55","1.44",1.57,10
"4180",2014-10-06,2014-10-21,90.5,2014-10-16,90.5,"C","1.5","1.39",1.41,10
"4181",2014-10-07,2014-11-20,88,2014-10-17,88,"P","1.76","1.62",1.5,10
"4182",2014-10-07,2014-11-20,88,2014-10-17,88,"C","1.34","1.19",1.58,10
"4183",2014-10-07,2014-10-21,89,2014-10-16,89,"P","1.76","1.7",1.49,9
"4184",2014-10-07,2014-10-21,89,2014-10-16,89,"C","1.18","1.12",1.34,9
"4185",2014-10-07,2014-10-21,89,2014-10-10,89,"P","1.27","1.18",1,3
"4186",2014-10-07,2014-10-21,89,2014-10-10,89,"C","0.68","0.61",0.85,3
"4187",2014-10-08,2014-10-21,87.5,2014-10-16,87.5,"P","1.16","1.1",1.36,8
"4188",2014-10-08,2014-10-21,87.5,2014-10-16,87.5,"C","1.4","1.27",1.17,8
"4189",2014-10-09,2014-10-21,86,2014-10-16,86,"C","0.84","0.7",1.12,7
"4190",2014-10-10,2014-10-21,86,2014-10-16,86,"P","1.66","1.51",1.49,6
"4191",2014-10-10,2014-10-21,86,2014-10-16,86,"C","1.15","1.07",1.31,6
"4192",2014-10-13,2014-10-21,85.5,2014-10-16,85.5,"P","1.48","1.31",0.92,3
"4193",2014-10-13,2014-10-21,85.5,2014-10-16,85.5,"C","0.94","0.78",1.16,3
"4194",2014-10-14,2014-10-21,82,2014-10-16,82,"P","1.1","1.01",1.26,2
"4195",2014-10-14,2014-10-21,82,2014-10-16,82,"C","1.37","1.23",1.1,2
